name,company,company_review,location,description,salary_low,salary_high,state
Clinical Laboratory Scientist I (FT),,,,"Job Summary:
Reports to Operations Supervisor, Laboratory Supervisor or Laboratory Manager. Under limited supervision incumbent(s) will use their training in medical technology to perform clinical lab testing and/or other scientific examinations. Required to work independent of immediate supervision and assume the initiative for prompt and accurate performance of tests with appropriate documentation and proper notification of abnormal results. This is considered an entry level position and is the first of a two level job family.

Job Accountabilities:

Clinical Laboratory Scientist I will perform all or part of the following duties.
Independently performs consistently moderate and somewhat complex clinical tests.
Exhibits skills and proficiency in applying technical principles and techniques of medical technology.
Prepares and tests new reagents or controls and evaluates their usefulness based on standard criteria.
Performs test calibrations and runs Quality Control material at appropriate intervals.
Determines the acceptability of specimens for testing according to established criteria in testing procedures.
Determines calculated results utilizing testing data by means of manual or computerized procedures.
Accurately enters results of testing. Checks the computer review reports to monitor accurate reporting of laboratory results.
Evaluates the acceptability of routine analysis prior to releasing patient reports.
Takes appropriate action in response to critical values or unusual or unexpected results, and documents action taken.
Responsible for performing preventative maintenance and/or calibration of laboratory equipment and properly documenting actions taken based on approved schedule.
Evaluates the results of instrument performance checks. Performs linearity, accuracy and precision checks as required.
Performs Q/C and calibrations with the appropriate frequency and evaluates results, to decide whether tests should be reported.
Reports any shifts or trends to a Clinical Laboratory Scientist II or Supervisor.
Accurately performs and records proficiency testing.
Recognizes problems, and initiates troubleshooting steps to evaluate testing failures and other problems, if necessary. Notifies the supervisor, and contacts manufacturer for additional assistance or field service support, if required.
Monitors and maintains a consistent supply of reagents and consumables.
Promptly and courteously answers the phone and assists clients and other departments.
Maintains a safe and neat work area.
Maintains a cooperative working relationship with co-workers.
Provides on-going technical guidance to laboratory assistants, laboratory associates, and other Clinical Laboratory Scientists. Instructs and/or trains new employees in the proper performance of routine procedures.
Maintains professional growth and development through continuing education activities.
Follows established company and department policies and procedures. Follows the guidelines for safety, environmental, and infection control.
Demonstrates a high level of integrity and honesty in maintaining confidentiality.
May be required to perform Clinical Laboratory Scientist II level duties for a limited period of time, in order to establish competency prior to promotion as well as fill in for departmental absences.
Provides direct and constant supervision to unlicensed staff as necessary.

Job Requirements:

Clinical Laboratory Scientist I must have.
A Bachelors of Science degree in medical technology or biological sciences from an accredited college or university.
A current California state Clinical Laboratory Scientist license to perform laboratory testing.
Zero to three year's direct experience in a laboratory setting.
Demonstrated proficiency in computer skills such as word processing, statistical analysis, and laboratory information system.

Others:

Schedule: Monday - Friday with rotating Saturdays (30 hours/week).
This position will start training in Goleta but will be moving to Ventura lab location in the near future.
About Quest Diagnostics- California

How We Do It
Quest Diagnostics employs nearly 45,000 individuals ranging across hundreds of different locations, departments, functions and roles. No matter what role one plays at Quest, each employee is committed to the same goal: improving human health. With a staff of approximately 900 MDs and PhDs, an extensive network of convenient patient locations, and a broad range of diagnostic products, we perform testing for approximately 550,000 patients every day, as well as provide information and services for physicians, employers, and insurers.",,,
Scientist Clinical Lab I - San Juan Capistrano req,,3.4 ,,"Scientist Clinical Lab I - San Juan Capistrano req16401

Schedule: Sun -Thurs, 3:00pm-11:30pm

Look for more than answers. Patients and Physicians rely on our diagnostic testing, information and services to help them make better healthcare decisions. These are often serious decisions with far reaching consequences, and require sensitivity, tact and a clear dedication to service. It’s about providing clarity and hope.

As a Lab Technician you will work for the world leader in the industry, with a career where you can expand your skills and knowledge. You’ll have a role where you can act with professionalism, you can inspire colleagues, and you can care about the work we do and the people we serve.

At Quest, Lab Technicians play an essential role in our success and in the services we provide. As a career, we offer a unique opportunity to develop your career with the #1 Diagnostic Lab in the US. We are tech driven, and we’re creating the lab of the future – an environment where you can deliver cutting edge diagnostics and help us drive new discoveries and breakthroughs.

Job Summary
Reports to Operations Supervisor, Laboratory Supervisor or Laboratory Manager. Under limited supervision incumbent(s) will use their training in medical technology to perform clinical lab testing and/or other scientific examinations. Required to work independent of immediate supervision and assume the initiative for prompt and accurate performance of tests with appropriate documentation and proper notification of abnormal results. This is considered an entry level position and is the first of a two level job family.

Job Accountabilities

Clinical Laboratory Scientist I will perform all or part of the following duties:
Independently performs consistently moderate and somewhat complex clinical tests. Exhibits skills and proficiency in applying technical principles and techniques of medical technology.
Prepares and tests new reagents or controls and evaluates their usefulness based on standard criteria.
Performs test calibrations and runs Quality Control material at appropriate intervals.
Determines the acceptability of specimens for testing according to established criteria in testing procedures.
Determines calculated results utilizing testing data by means of manual or computerized procedures.
Accurately enters results of testing. Checks the computer review reports to monitor accurate reporting of laboratory results.
Evaluates the acceptability of routine analysis prior to releasing patient reports. Takes appropriate action in response to critical values or unusual or unexpected results, and documents action taken.
Responsible for performing preventative maintenance and/or calibration of laboratory equipment and properly documenting actions taken based on approved schedule.
Evaluates the results of instrument performance checks. Performs linearity, accuracy and precision checks as required.
Performs Q/C and calibrations with the appropriate frequency and evaluates results, to decide whether tests should be reported. Reports any shifts or trends to a Clinical Laboratory Scientist II or Supervisor.
Accurately performs and records proficiency testing.
Recognizes problems, and initiates troubleshooting steps to evaluate testing failures and other problems, if necessary. Notifies the supervisor, and contacts manufacturer for additional assistance or field service support, if required.
Monitors and maintains a consistent supply of reagents and consumables.
Promptly and courteously answers the phone and assists clients and other departments.
Maintains a safe and neat work area.
Maintains a cooperative working relationship with co-workers.
Provides on-going technical guidance to laboratory assistants, laboratory associates, and other Clinical Laboratory Scientists. Instructs and/or trains new employees in the proper performance of routine procedures.
Maintains professional growth and development through continuing education activities.
Follows established company and department policies and procedures. Follows the guidelines for safety, environmental, and infection control.
Demonstrates a high level of integrity and honesty in maintaining confidentiality.
May be required to perform Clinical Laboratory Scientist II level duties for a limited period of time, in order to establish competency prior to promotion as well as fill in for departmental absences.
Provides direct and constant supervision to unlicensed staff as necessary.
Support the CLS Training Program.
Quest Diagnostics has many career opportunities for individuals whose talent, initiative and dedication will complement our belief that the patients come first and that values do matter. We work to earn our customers’ trust every day by providing the highest quality diagnostic information services in a professional, accessible and informative way.

We have a large recognized brand; we offer flexibility and autonomy, great support, pay and benefits and a comprehensive training and onboarding program.

All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities.

Job Requirements

Clinical Laboratory Scientist I must have:
A Bachelors of Science degree in medical technology or biological sciences from an accredited college or university.
A current California state Clinical Laboratory Scientist license to perform laboratory testing.
Zero to three years direct experience in a laboratory setting.
Demonstrated proficiency in computer skills such as word processing, statistical analysis, and laboratory information system.
[All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities. All duties and requirements are essential job functions.]

All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities. Quest Diagnostics is an Equal Opportunity Employer: Women / Minorities / Veterans / Disabled / Sexual Orientation / Gender Identity or Citizenship.",,,
Research Scientist - Gallium Nitride for Flexible Electronics,,4.0 ,,"Job Description

UES, Inc. has an opportunity available for an entry level Scientist in the areas of flexible electronic devices, to serve as a collaborative member of Flexible Electronics research team in the Materials and Manufacturing Directorate of the Air Force Research Laboratory at Wright Patterson Air Force Base in Dayton, OH.
The research performed will focus on materials for flexible radio frequency devices for wearable electronics, conformal radar applications, and for space deployable satellites. Specifically, this project will focus on the production, characterization, and integration of thin film Gallium Nitride devices onto both rigid and flexible substrates and characterizing the performance of these devices under different thermal management and strain conditions. This Scientist should expect to develop new characterization capacities to address these multifunctional needs as well as working with researchers in other directorates of AFRL and academic institutions to advance the state of thin film Gallium Nitride technology. Expertise in flexible devices, radio frequency electronics, elastomeric transfer printing, cleanroom fabrication or device processing is desired.
A successful candidate will be self-motivated and capable of working independently between multiple groups, while successfully collaborating with researchers from different technical backgrounds.

Requirements

•A PhD in Mechanical Engineering, Electrical Engineering, Physics, Materials Science, Electrical Engineering or related field of study is required
Background in flexible electronics is required
Experience in Gallium Nitride or similar radio frequency devices and physics of transistor operation
Excellent oral and written communication skills are a prerequisite for employment
This position is working within a government facility and requires U.S. Citizenship

Additional Information

UES, Inc. is an innovative science and technology company providing customers with superior research and development expertise for over 40 years. Our long-term success is a direct result of a strong commitment to the success of our employees. We look forward to reviewing your application.
UES is firmly committed to Equal Employment Opportunity (EEO) and prohibits employment discrimination for employees and applicants based on his or her age, race, color, pregnancy, gender, gender identity, sexual orientation, national origin, religion, marital status, citizenship, or because he or she is an individual with a disability, protected veteran or other status protected by federal, state and local laws.",74000,106000,
Scientist Clinical Lab I - San Juan CA,,3.4 ,,"Scientist Clinical Lab I - San Juan CA

Schedule:Days: Thursday - Monday (Tues & Wed OFF)
Time: 10:00 pm - 6:30 am

Job Summary
Reports to Operations Supervisor, Laboratory Supervisor or Laboratory Manager. Under limited supervision incumbent(s) will use their training in medical technology to perform clinical lab testing and/or other scientific examinations. Required to work independent of immediate supervision and assume the initiative for prompt and accurate performance of tests with appropriate documentation and proper notification of abnormal results. This is considered an entry level position and is the first of a two level job family.

Job Accountabilities

Clinical Laboratory Scientist I will perform all or part of the following duties:
Independently performs consistently moderate and somewhat complex clinical tests. Exhibits skills and proficiency in applying technical principles and techniques of medical technology.
Prepares and tests new reagents or controls and evaluates their usefulness based on standard criteria.
Performs test calibrations and runs Quality Control material at appropriate intervals.
Determines the acceptability of specimens for testing according to established criteria in testing procedures.
Determines calculated results utilizing testing data by means of manual or computerized procedures.
Accurately enters results of testing. Checks the computer review reports to monitor accurate reporting of laboratory results.
Evaluates the acceptability of routine analysis prior to releasing patient reports. Takes appropriate action in response to critical values or unusual or unexpected results, and documents action taken.
Responsible for performing preventative maintenance and/or calibration of laboratory equipment and properly documenting actions taken based on approved schedule.
Evaluates the results of instrument performance checks. Performs linearity, accuracy and precision checks as required.
Performs Q/C and calibrations with the appropriate frequency and evaluates results, to decide whether tests should be reported. Reports any shifts or trends to a Clinical Laboratory Scientist II or Supervisor.
Accurately performs and records proficiency testing.
Recognizes problems, and initiates troubleshooting steps to evaluate testing failures and other problems, if necessary. Notifies the supervisor, and contacts manufacturer for additional assistance or field service support, if required.
Monitors and maintains a consistent supply of reagents and consumables.
Promptly and courteously answers the phone and assists clients and other departments.
Maintains a safe and neat work area.
Maintains a cooperative working relationship with co-workers.
Provides on-going technical guidance to laboratory assistants, laboratory associates, and other Clinical Laboratory Scientists. Instructs and/or trains new employees in the proper performance of routine procedures.
Maintains professional growth and development through continuing education activities.
Follows established company and department policies and procedures. Follows the guidelines for safety, environmental, and infection control.
Demonstrates a high level of integrity and honesty in maintaining confidentiality.
May be required to perform Clinical Laboratory Scientist II level duties for a limited period of time, in order to establish competency prior to promotion as well as fill in for departmental absences.
Provides direct and constant supervision to unlicensed staff as necessary.
Support the CLS Training Program.
_____________________________

All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities. Quest Diagnostics is an Equal Opportunity Employer: Women / Minorities / Veterans / Disabled / Sexual Orientation / Gender Identity.",432640,582400,
(Senior) Consultant for Data Science,,4.5 ,,"You can choose to work for one of the top companies in the automotive industry.

Or for more - with MHP.

We are looking for you as:

(Senior) Consultant for Data Science
Code number: MHP-D-0-D-13
Entry level: Professionals
Location: Atlanta
Organization: MHP A Porsche Company
Tasks
Get involved in challenging projects in management-, process- and IT-consulting with focus on Big Data and Business Analytics in the automotive industry
Design, develop and deploy state-of-the-art, data-driven predictive/descriptive models to solve business problems using the latest and most appropriate technologies
Manage, architect and analyze Big Data in order to build data driven business insights and high impact data models to generate significant business value
Translate complex functional, technical and business requirements into architectural designs
Work with business and technology client representatives to identify functional and technical requirements
Deploy process-, quality- and cost-optimized concepts
Create long term relationships with clients
Identify and support in generating business development opportunities
Take over responsibility from day one
Join a highly motivated, young and growing team
Qualifications
Bachelor's or Master's Degree in Business Administration, Information systems, Economics or equivalent education
6 years of work experience required
Knowledge of software development methodologies
Experience with Big Data, Business Intelligence, Data Warehousing, Data Architecture or Data Integration related technologies
Innovative and strong analytical and algorithmic problem solving skills
Strong Python, SQL or R skills
Ideally knowledge of Machine Learning
Fluent in English (multi-lingual preferred)
Professional appearance with strong customer focus
Enthusiastic, analytical and structured working attitude
Willingness to be based in Atlanta, GA and travel 80-100%
US Citizen/Green Card/EAD required (we are unable to sponsor visas at this time)
At a Glance

MHP A Porsche Company is one of the leading management and IT consultancies in particular, for the automotive industry and a subsidiary of Porsche AG (81.8%). The unique MHP approach to consulting is based on the symbiosis of management and IT consulting services. MHP, as a process supplier, optimizes and digitizes customer processes throughout the value chain with its expert services in the fields of Management Consulting, System Integration, Application Management and Business Solutions. At present, more than 1.800 employees provide consulting services to and support more than 300 customers world-wide from our 13 locations in Germany (Ludwigsburg (2), Frankfurt, Munich, Nuremberg, Essen, Wolfsburg, Berlin), Switzerland (Zurich, Regensdorf), England (Birmingham), the U.S. (Atlanta), China (Shanghai) and Romania (Cluj-Napoca).

The MHP philosophy: Excellence.

MHP Excellence in Management- and IT-Consulting for Automotive.

Exclusive look behind the scenes

The MHP Digital Initiative and Innovation project house is the core of MHP approach to take on the challenges, posed by the digital transformation.

Digitization is invading the business environment, provoking significant changes in the way we work, communicate, and sell. This has given rise to new opportunities and challenges. As of this, MHP decided to embrace the digital transformation and to setup our own digitalization & innovation department. We will deliver digital products & customer experience beyond the scope of the existing MHP core business from our own digital talents and culture, to build a new digital era of sales.

The Sales Digitization and Innovation project house is the pioneer team for researching, experimenting, testing, and developing the cutting edge digital technologies and partnerships that will meet the future needs of MHP Digital strategy based on human centered design and agile development.

How to apply?

Please apply with your resume, credentials and a brief letter of motivation.

MHP - A Porsche Company is an equal opportunities employer and we welcome applications from all suitably qualified persons.

Contact

Apply now at:

https://career5.successfactors.eu/sfcareer/jobreqcareer?jobId=1524&company=porschecar&username=

SDL2017",,,
Scientific Associate or Engineer - Data Acquisition Systems (Entry Level),,,,"Brookhaven National Laboratory is a multipurpose research institution funded primarily by the U.S. Department of Energy's Office of Science. Located on the center of Long Island, New York, Brookhaven Lab brings world-class facilities and expertise to the most exciting and important questions in basic and applied sciencefrom the birth of our universe to the sustainable energy technology of tomorrow. We operate cutting-edge large-scale facilities for studies in physics, chemistry, biology, medicine, applied science, and a wide range of advanced technologies. The Laboratory's almost 3,000 scientists, engineers, and support staff are joined each year by more than 4,000 visiting researchers from around the world. Our award-winning history, including seven Nobel Prizes, stretches back to 1947, and we continue to unravel mysteries from the nanoscale to the cosmic scale, and everything in between. Brookhaven is operated and managed by Brookhaven Science Associates, which was founded by the Research Foundation for the State University of New York on behalf of Stony Brook University, and Battelle, a nonprofit applied science and technology organization.

Organizational Overview

The mission of the Instrumentation Division is to develop state-of-the-art instrumentation required for experimental research programs at Brookhaven National Lab and to maintain expertise and facilities in specialized high technology areas essential for this work. Development of facilities is motivated by present Brookhaven research programs and anticipated future directions of research. Our work has a significant impact on programs throughout the world that rely on state-of-the-art radiation detectors and readout electronics.

Position Description

Data acquisitions systems are key components of the systems being developed in Brookhaven National Lab's Instrumentation Division. Modern detectors produce increasingly higher data rates and require complex data handling and management. This is achieved by a careful consideration of information density and power trade-offs and it is implemented through a combination of dedicated front-end circuitry, Field-Programmable Gate Arrays (FPGAs), Data Acquisition (DAQ), commodity computing and storage system. The variety and complexity associated with this development require diverse teams working in close contact with the experimenters.

We are seeking an entry-level Scientific Associate or Engineer with an interest in Data Acquisition Systems to join our group and work in close collaboration with other departments across the Laboratory. The ideal candidate will possess basic knowledge and skills in coding, synthesis, timing analysis, simulation, verification and lab test and debug.

The selected candidate will be placed at the appropriate professional level dependent upon depth and breadth of relevant knowledge and skills, as well as years of relevant experience.

Essential Duties and Responsibilities:
Assist in and support the design and development of data acquisition systems
Participate as part of a collaborative team with other departments across the laboratory
Participate in testing and measurements at the laboratory and at experiment sites
Position Requirements

Required Knowledge, Skills, and Abilities:
Bachelor's degree in Electrical Engineering, Physics or equivalent discipline.
Some relevant experience supporting scientific research programs.
Some understanding of FGPA design using the latest generation Xilinx/Altera, HDL coding using VHDL and/or Verilog and High speed transceiver design (GTP/GTX/GTH).
Programming using C/C++ and Python in a Linux environment.
Familiarity with standard communication protocols (PCIe, 1/10 Gigabit Ethernet, USB, DDR, AXI).
Good problem solving skills.
Solid verbal and written communication skills. Ability to articulate and present ideas.
Ability to work independently, with a team, and in large collaborations.
Preferred Knowledge, Skills, and Abilities:
Printed Circuit Board schematic capture and layout experience.
Experience with hardware circuit design including ADCs, DACs, microprocessors, memories, linear/switching voltage regulators.
Familiarity with research environment is desirable.
At Brookhaven National Laboratory we believe that a comprehensive employee benefits program is an important and meaningful part of the compensation employees receive. Our benefits program includes, but is not limited to:
Medical Plans
Dental Plans
Vacation
Holidays
Life Insurance
401(k) Plan
Retirement Plan
Paid Parental Leave
Swimming Pool, Weight Room, Tennis Courts, and many other employee perks and benefits
We invite you to consider Brookhaven National Laboratory for employment. To be considered for this position, please apply online at BNL Careers and enter the job title into the Keyword Search.

Brookhaven National Laboratory (BNL) is an equal opportunity employer committed to ensuring that all qualified applicants receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, status as a veteran, disability or any other federal, state or local protected class.

BNL takes affirmative action in support of its policy and to advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.
VEVRAA Federal Contractor

SDL2017",,,
Entry Level Data Analyst,Randstad Professionals,,,"job summary:

?? Analyze transactional activity for consistency and accuracy; liaise with appropriate team(s) and/or individual(s) to facilitate the required adjustments

?? Assess the impact of industry, legislative, and/or other changes and develop and communicate required procedural changes resulting from the industry and legislative changes

?? Perform required reconciliations

?? Perform analysis on tax and security research

?? Research historical activity as necessary to respond to internal business partners in adherence to our service level agreements

?? Review and analyze the integrity of data (client, security, and transactional)

?? Responsible for required tax withholding and reporting

?? Perform data and tax package analysis as well as year-end controls and verification

?? Create and distribute the 1099s, 1042S forms, and tax packages

?? Ability to identify areas of improvement and recommend efficiency enhancements

?? Cross train with other team members, other operational teams, and CSG

?? Document and enhance procedures and training documentation

?? Document and enhance MIS relating to data analysis, inquiries, and maintain daily MIS

?? Ensure adherence to procedures, control policies, and service level agreements

?? Communicate and participate in multiple operational, technological, and business projects (business requirements, testing, implementation, procedures, etc.)

?? Liaise with business partners to assist in the development, enhancement, and implementation of best practices

location: Wilmington, Delaware

job type: Contract

salary: $18 - 20 per hour

work hours: 9 to 5

education: Bachelor's degree

experience: 0 Years

responsibilities:

Inside Info:

Excel (PT & vLookups) is a must and VBA macros would be a ""definite benefit.""

Access database experience would be nice to have also.

They prepare 1099s, 1042s, and dissect large data sets.

2-3 hours/day will be running thru tons of spreadsheets.

Another 2-4 hours/day will be answering clients' questions, mainly internal clients.

Training will be side-by-side and on a shadow bases. Tax training will be available for candidates with minimal tax experience.

There will be a large increase in OT opportunities starting in January thru March 15th for FTE. This could include working Saturdays for 6-8 hours. May not be required of contract candidates but make them aware of this note.

qualifications:

Application Process

Once we know you're interested, a Randstad Professionals recruiter will review your resume and contact you to better understand your skills and tell you more about the opportunity. We will meet qualified candidates face to face and our best talent interviews with the employer face to face - we will move quickly!

Interviewing now! Click Apply to submit your resume today.

skills: Excel

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.

Company Description:

Randstad is a $22.5 billion global provider of HR services and the second largest staffing organization in the world. From temporary staffing to permanent placement to in-house, professionals, search & selection, and HR Solutions, Randstad holds top positions around the world and has approximately 31,100 corporate employees working from its nearly 4,700 branches and in-house locations in 40 countries.

We are a company built on a deep network of expertise that crosses industries and geographies. We recognize that talent comes in different forms, that every business has its unique challenges and opportunities. And our recruiting experts are skilled at marrying talent and business—identifying the ideal professionals for an organization’s culture and its teams, its needs and its goals.",,,
Data Analyst Intern,Locallabs,2.0 ,"– Chicago, Illinois","Our growing advertising and consulting firm is looking for a part-time intern to assist in data analytics projects. This entry level position involves managing email communications, reviewing contracts, cataloguing and manipulating data via Excel, and performing internet research.

Responsibilities:
Maintain email inbox - read and respond to client emails and catalogue content based on specified data points
Review contracts - skim contracts and pull out key pieces of information
Manage data - using MS Excel and Google Sheets, manipulate and clean data
Perform internet research - research basic information on various types of organizations
Work with management to keep track of data inputs and deliverables
Ad-hoc tasks and analysis
Qualifications and Skills:
Currently enrolled in a university program with anticipated graduation in 2019 or later
Some experience in using Microsoft Excel, Google Sheets, and Google Drive
Willingness to learn
Attention to detail
Job Types: Part-time, Internship

Salary: $12.50 to $15.00 /hour

Education:
Bachelor's (Preferred)",,,IL
Entry Level Data Engineer,FIS,3.4 ,– US-Wisconsin-Milwaukee,"WHO ARE WE?

FIS connects consumers to their money through leading-edge payments solutions. We’re the development engine of FIS: the largest, Fortune 500, Fintech company in the world. Our solution is branded by our customers — banks and retailers — so you might not have heard of us. But, if you’ve used a mobile banking app, interacted with an ATM, or used a debit card to complete a financial transaction, you’re most likely using FIS software. Our product is one that touches the average consumer on a regular basis, and makes the financial world go ‘round.

Headquartered in Jacksonville, Florida, FIS serves more than 20,000 clients in over 130 countries, and our technology powers billions of transactions annually that move over $9 trillion around the globe. FIS is a Fortune 500 company, ranked 392 on the Fortune 500 list and is a member of Standard & Poor’s 500® Index. Named a 2016 “World’s Most Admired Company” by Fortune Magazine.

WHAT IS THE POSITION?

**This position is slated to start in January 2019**

FIS is looking for an Entry Level Data Engineer to join our Data Analytics team in Milwaukee, WI. This is an exciting opportunity for someone with a solid background in Statistics or Data Engineering who likes to contribute new ideas and is willing to put in the work to build their career.

General Duties and Responsibilities:
Works with Senior Analysts to build data models
Builds predictive models for machine learning
Builds distribution and statistical models for raw data
Develops statistical models. Selects and applies appropriate statistical techniques to analyze clinical and/or other related data
Develops data visualization models
Performs statistical analyses, under supervision on complex projects, including; analytical methodologies, appropriate statistical sampling, statistical data interpretations, and reporting format and content.
Contributes to project dissemination efforts. This includes writing and reviewing content related to methodologies and results in drafts of reports, posters, and manuscripts as well as creating graphics and tables.
Develops and implements strategies as well as documents and maintains consistent procedures for data processing, validation, and evaluation. Ensures data quality for documentation and dissemination.
WHAT WE EXPECT FROM YOU?
You have a passion for data and numbers
You understand how to work in a collaborative environment
You know how to program in S, Java and/or Python
You take good notes and you are willing to ask for help when needed - this is important!
If you enjoy learning from a variety of team members, developing new ways to enhance existing processes, are driven by real-world applications and are looking for a great place to grow your career - we want to hear from you! We are looking for smart, driven and dedicated team members to join our team.
Required Skills:
Bachelor’s degree in applied math, statistics, computer science, business analytics or related field.
Proficiency in one or more of the following programming languages: S, Java, Python
Experience building statistical models of data
Interest and ability to work in AI/Machine Learning
WHAT CAN YOU EXPECT FROM US?

At FIS we value new ideas and we pride ourselves on providing a wide-range of opportunities for professional growth in a face-paced environment. FIS offers an open minded collaborative culture with enthusiastic technologists. A true partner. We are dedicated to our team members and our customers equally. We strive to create an environment to help you succeed.

FIS Benefits and Perks:
A generous paid time off program in which the benefits increase along with your tenure with the company
Health coverage offered for you and your family through Health/Vision/Dental/Insurance plans
Tax advantage flexible spending accounts and health savings accounts that allow you to pay for specific health-care and dependent care expenses with pre-tax dollars
To help you manage your work and life needs we offer a health advocate program, tuition reimbursement and a group legal service plan
401K match and Employee Stock Purchase Program
Company Paid Volunteer Day
Onsite café
Onsite gym
Casual dress code (jeans every day if desired)
FIS Gives Back Program – supporting our local community
**Current and future sponsorship not available for this position**",79000,90000,WI
Data Analyst I,Steward Health Care System,2.4 ,– MA,"POSITION SUMMARY:
Reporting to the Manager of Strategic Analytics, the Data Analyst participates on a team to meet the information, reporting, and analytic needs of Steward Health Care Network (SHCN). This is an entry level role in the analytics department.
KEY RESPONSIBILITIES:
As a member of the Analytics Team, the Data Analyst performs the following functions:
• Develop comprehensive, timely and accurate analyses, reports and presentations on utilization, care retention, risk performance, care management, and quality metrics on population health efforts contracts for SHCN
• Develop, compile and disseminate key reports and dashboards to SHCN leadership teams
• Provide support to key analytic initiatives by consolidating disparate data files and cleaning data so analyses and reporting is accurate
• Support ad hoc analytic requests, providing accurate and timely data, analysis and insightful interpretations
• Support senior analysts and managers with analytic projects and development of performance/projection models
• Work with SHCN staff to assure data accuracy and integrity
• Support all necessary miscellaneous duties/tasks to support the analytic needs of the organization
REQUIRED KNOWLEDGE & SKILLS:
• Possess strong analytic and technical skills plus an ability to translate complicated data into useable information
• Possess strong skills in Excel, Access and PowerPoint and preferably SQL
• Demonstrated knowledge of relationships between health plans and providers, including a working knowledge of health care data (preferred, but not required)
• Excellent verbal and written communication skills, outstanding interpersonal skills and ability to relate positively with individuals at all levels of the organization
• Creative, flexible, and self-motivated with sound judgment; ability to plan and implement
• Commitment to service excellence and learning new health analytic concepts
EDUCATION/EXPERIENCE/LICENSURE/TECHNICAL/OTHER:
I. Education: Bachelor's degree in mathematics, analytics, information systems, health administration or relevant field required
II. Experience: At least 1-2 years of analytic experience, preferably in healthcare environment
III. Certification/Licensure: N/A
IV. Software/Hardware: SQL, Excel, Access, PowerPoint and/or other query/analytic tools such as Qlikview are a plus. Possess strong willingness and ability to learn Excel, PowerPoint and SQL.",,,MA
Research Scientist,Randstad Life Sciences,,,"job summary:

Chemist II

Job Summary

NOTES FROM INTAKE CALL:

1) What hours and days will this person be working? Business hrs. 9-5 pm

2) Length of the assignment (6 months, 12 months, 2 years)? 6 months initially

2) What are the top 5 skills/requirements this person is required have?

a. Required Skill 1: GMP Documentation

b. Required Skill 2: HPLC

c. Required Skill 3: Compendia testing such Appearance, color , clarity, pH

d. Required Skill 4: Method development

e. Required Skill 5: release and stability testing

3) What years of experience, education, and/or certification is required? Minimum BS degree with 1-2 yrs experience

4) What is a nice to have (but not required) regarding skills, requirements, experience, education, or certification? iCIEF and CE-SDS testing experience

5) What is the environment that this person will be working in (i.e. group setting vs individual role)? both

6) Is any testing required for this role? No

7) Does this position offer the ability to work remotely on a regular basis or is it an on-site role? If remote opportunity exists, what are the options (i.e. 1 day remote, 4 days on-site)? On site role

Manager will consider a Chemist I as well for this role location: North Chicago, Illinois

job type: Contract

salary: $27.97 - 32.91 per hour

work hours: 9 to 5

education: Bachelors

responsibilities:

Job Responsibilities
Must have experience with chromatographic techniques (HPLC highly preferred).
For a chemist II it would be expected that the individual has been performing HPLC routinely for at least one year.
qualifications:

Education & Qualifications
Entry level skills with 1-2 years of experience in pharmaceutical analysis or a related field, and minimally a BS Chemistry or related degree.
Familiar with wet chemical techniques, quantitative analysis and GxP documentation. Some understanding of general analytical theories.
Also, looking for someone as a strong communicator, team player, with curiosity (eager to learn), and with cross functional experiences.
skills: HPLC, GMP (Good Manufacturing Practice)

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.

Company Description:

Randstad is a $22.5 billion global provider of HR services and the second largest staffing organization in the world. From temporary staffing to permanent placement to in-house, professionals, search & selection, and HR Solutions, Randstad holds top positions around the world and has approximately 31,100 corporate employees working from its nearly 4,700 branches and in-house locations in 40 countries.

We are a company built on a deep network of expertise that crosses industries and geographies. We recognize that talent comes in different forms, that every business has its unique challenges and opportunities. And our recruiting experts are skilled at marrying talent and business—identifying the ideal professionals for an organization’s culture and its teams, its needs and its goals.",,,
