company,longitude,latitude,city,state
Danaher,-85.78145999999998,46.34295000000003,Columbus Twp,MI
Johnson Controls,-98.42439002005256,29.558270001153865,San Antonio,TX
LexisNexis Risk Solutions,-88.40944999999994,40.68013000000008,Risk,IL
Rockwell Collins,-0.9338699999999562,51.45832000000007,Reading,
"WiLine Networks, Inc",26.554620000000057,39.094100000000026,Mytilini,
"L-3 Communications Holdings, Inc",-79.51281999999998,8.988740000000064,Ciudad de Panamá,
Aerotech,-79.86550006448657,40.50084000288463,Pittsburgh,PA
G2 OPS INC,-73.91714995614286,40.702779948929624,Brooklyn,NY
Orolia,38.72635521500007,7.694393644000058,,
Current Tech Corporation,-8.43279999999993,54.649080000000026,Donegal,
Havertys,-97.80216001283924,30.470610077182638,Cedar Park,TX
DataPath,-1.4654999999999632,52.94382000000007,Derby,
Mueller Systems,55.533330000000035,-66.91666999999995,,
NDDSystems LLC,-84.55176996277932,39.121239948929606,Cincinnati,OH
Robert Half Technology,-96.82257999999996,32.92703000000006,Dallas,TX
Esterline Defense Group,75.93249000000003,17.68372000000005,Solapur,
MIT Lincoln Laboratory,-81.26072999999997,35.43313000000006,Laboratory,NC
Gannett Fleming,-77.06998002221698,38.89486994113934,Arlington,VA
LaunchCode,86.12575000000004,55.412150000000054,Кемерово,
The Vision Companies,3.5694400222170333,47.79480007660572,Auxerre,
NICE,7.277740000000051,43.70025000000004,Nice,
McAfee,-84.85278999999997,37.85000000000008,McAfee,KY
InfoIMAGE,16.317900076605717,38.97010002553526,Lamezia Terme,
Coyote,-121.73816,37.21545000000003,Coyote,CA
NetCloudTek,,,,
Seagate Technology,-105.17248006390967,40.1566299932203,Longmont,CO
Volt Workforce Solutions,25.60769002943042,-33.94898006939228,Nelson Mandela Bay,
"Aerotek, An Allegis Group Company",77.61244000000005,12.969260000000077,Bengaluru,
ConsultAdd Inc.,73.92303000000004,18.514400000000023,Pune,
Bullhorn,10.107630000000029,53.35932000000008,Stelle,
First American Bank,-108.13225999999997,32.69704000000007,Hurley,NM
Northrop Grumman,-118.2371900510704,33.860879983265676,Carson,CA
Front Row Consultants,35.74094000000008,33.91116000000005,El Mrouj,
Accruent,,,,
"DCM Creations, Inc.",-110.96555999942302,32.22754997446481,Tucson,AZ
Seagate Technology LLC,-105.17248006390967,40.1566299932203,Longmont,CO
Cirrus Logic,-97.75094993060766,30.27038003332553,Austin,TX
Star SU,7.624809991632831,50.77739998441948,Windeck,
Fortive,-3.6733899816781084,40.41516003664376,Madrid,
Xactly Corporation,-8.43279999999993,54.649080000000026,Donegal,
HCL America Inc.,-0.7601299999999469,43.517130000000066,Orthez,
fivetwelvellc.com,43.35421636400008,-11.662553529999968,,
Lumeris,30.315300000000036,3.5987800000000334,Lumeri,
Hughes Network Systems,-117.20270998095789,32.898369996538555,San Diego,CA
Tech-Keys,79.42776000000003,13.641310000000033,Tirupati,
Esterline Technologies Corp,-122.19620996277935,47.61501000000004,Bellevue,WA
"Micro Systems, Inc.",-88.69774999999998,30.513210000000072,Vancleave,MS
UES,-71.78332999999998,11.633330000000058,Ues,
General Dynamics,-81.20298992498178,35.64801007343079,Newton,NC
Entegra Systems,-112.00697999999994,33.40536000000003,Phoenix,AZ
Catch Talent,-122.78548999999998,42.24624000000006,Talent,OR
"Gecko Robotics, Inc.",79.26272000000006,17.071780000000047,Nalgonda,
Seikowave,140.5242523290001,37.410228776000054,,
Torch Technologies,31.14754000000005,-26.328839999999957,Mbabane,
State Street Global Advisors,-71.05790008050079,42.353140025535254,Boston,MA
"Dajac, Inc.",-2.0833299999999326,10.450000000000045,,
Ultra Electronics USSI,90.41305000000006,23.750180000000057,Dhaka,
JMA Wireless,-95.50874004443396,29.675200025535272,Houston,TX
Nuance,5.1641800294304145,48.77144006939237,Bar-le-Duc,
GaN,-0.38690999999994347,43.22983000000005,Gan,
TSA Consulting,15.215469956142966,59.27157006939238,Örebro,
Keysight Technologies,103.84005000000008,1.441310000000044,Singapore,
Open Systems International,35.47141000000005,33.77571000000006,Qobbet Ech Chouaifat,
G5,15.989520000000027,45.81259000000006,Zagreb,
"Amches, Inc.",56.48760000000004,59.78340000000003,,
Square 9 Softworks,-0.9549099999999271,51.453500000000076,Reading,
Beckman Coulter,-117.86378993320568,33.916410077182654,Brea,CA
ATS Automation Tooling,-122.65531999826918,45.350690045587896,West Linn,OR
FIS,52.15950000000004,36.075090000000046,Fīs,
Coyote Logistics,32.57650000000007,-25.960939999999937,Cidade de Maputo,
Digital Pharmacist,90.42816000000005,23.742000000000075,Dhaka,
Hexagon AB,16.6076399910559,49.19332995614299,Brno,
Tyler Technologies,-70.22164999999995,43.73897000000005,Falmouth,ME
IntePros,-103.42070999999999,20.66378000000003,Zapopan,
"Benchmark Electronics, Inc",-92.51518999999996,44.052220006202894,Rochester,MN
"O'Neil Digital Solutions, LLC",-109.94607999999994,34.12964000000005,Pinetop,AZ
Dell,-90.04420999999996,35.85863000000006,Dell,AR
Job Juncture,3.74577000000005,45.61626000000007,Job,
Freedom Financial Network,-93.64485999999994,41.58754000000005,Des Moines,IA
Apartment List,-123.12133999999998,49.27412000000004,Vancouver,BC
