name,company,company_review,location,description,salary_low,salary_high,state
Entry Level Business Analyst,,4.0 ,,"Company Description

National Software Management,an offshore IT Services, Software development Services provider ensured with the speed and client-focused strategies.NSM is a specialist software services providing company combined with the Consultant's, customer base covers an array of sectors and involves 35 % of the Fortune 100, 25 % of the Worldwide 100, and several mid-market frontrunners.

Job Description

We are looking for recent gradutes and OPT candiates for Business Analyst position. Business Analyst is responsible for the set of tasks and techniques used to understand the structure, policies, and operations of the organization, and to recommend automated solutions that enable the organization to achieve its goals. The role has expertise and a generalized understanding of the IT organization's systems and capabilities.The candidate will work with the project managers and business technology specialists in developing the appropriate solution to meet the business partners' needs.

Requirement:

· Assisting with the business case.

· Planning and monitoring.

· Eliciting requirements.

· Requirements organization.

· Translating and simplifying requirements.

· Requirements management and communication.

Qualifications

· Bachelor's or Master's Degree in Computer Science, Information Systems, or equivalent

· Strong Communication & Technical skills

· Responsible, dependable, quick learner

· Demonstrated ability to adapt to new technology

Additional Information

If You Need We Offer:

• Free Online training

• Job Assistance and Support

• Real-time Certified S/W Trainers

• Company participates in ""E-verify"" program

• Placement in average of 4 weeks of marketing

• Online & onsite support provided

• Strong and motivated marketing team

• Great Marketing Support

• Mock-Interviews and interview training

• Placement in average of 4 weeks of marketing

Training Process:

• 2 to 3 week online training using WebEx

• Training provided by instructors with extensive industry experience

• Teaching with 70% exercise and 30% lecture

• Real time examples and case studies to practice with

Let us support you to continue moving towards your career goals. We are committed to helping you succeed.

Interested? Feel free to call me at 609-796-2021

Contact Details:

Srikanth Makala

609-796-2021",79000,115000,
Entry Level Business Analyst,,,,"Company Description

Root liquids softwares is a web and mobile application development company. Our purpose is to help businesses and professionals excel in the technology environment through strategic, efficient and effective solutions catering to their unique needs. We provide professional development and consulting services in web and mobile applications development. Our service reaches out to web based solutions including website designing, eCommerce solutions and integration solutions as well as applications catering to advanced mobile technology.

Job Description

We will provide free online training and placement for Business Analyst position. The BA will evaluate opportunities to further leverage upstream and downstream systems, The BA will interact with various other key stakeholders including middle office, legal, compliance, data management, and tax teams to ensure an integrated approach is designed.

Responsibilities:
Conduct a detailed analysis of the utilization and benefit of mortgage servicing technology platform and provide recommendation on key areas to further leverage within the system;
Identify synergistic opportunities between upstream and downstream systems such as TreppPort and our advanced ETL infrastructure to alleviate duplicative processes and procedures both across and within the mortgage servicing team;
Develop a streamlined process flow based off of both technology and industry expertise;
Document the business need in a variety of formats: Business Requirements Document (BRD), Data Mapping Spreadsheets, Use Cases, User Stories.
Qualifications

· Bachelors or Masters Degree

· Responsible, dependable, quick learner

· Demonstrated ability to adapt to new technology

Additional Information

If You Need We Offer:

• Free Online training

• Job Assistance and Support

• Real-time Certified S/W Trainers

• Company participates in ""E-verify"" program

• Placement in average of 4 weeks of marketing

• Online & onsite support provided

• Strong and motivated marketing team

• Great Marketing Support

• Mock-Interviews and interview training

• Placement in average of 4 weeks of marketing

Training Process:

• 2 to 3 week online training using WebEx

• Training provided by instructors with extensive industry experience

• Teaching with 70% exercise and 30% lecture

• Real time examples and case studies to practice with

Let us support you to continue moving towards your career goals. We are committed to helping you succeed.

Interested? Feel free to call me at 609-796-2021

Contact Details:

Srikanth Makala

609-796-2021",,,
Associate Business Analyst,,3.4 ,,"GetWellNetwork is on a mission to help people take an active role in their health journey. Our team of more than 285 employees across the U.S. thrives on inspiration and strives to make a difference for patients and families. If you are a relationship building closer, experienced at working within the highest levels of health care systems, and passionate about working in a high-growth, dynamic and innovative environment that is changing an industry, we want to speak with you.

Opportunity :)

We are seeking an entry level Business Analyst to join our growing and dynamic team. This individual will work with stakeholders from all business departments and related third parties to define and document business processes and software requirements for technology initiatives, including online products, content management systems, and business information systems. The projects utilize rapid design and development techniques and require the ability to listen actively by summarizing, asking clarifying questions, and interpreting. This is a great opportunity for an individual to learn and grow with our organization.

About the role :)

Define business problems and primary objectives of new projects.
Work with key stakeholders & participate in client meetings to gather and document functional and system requirements
Identify and validate key business requirements
Creates Agile user stories associated with captured system requirements
Provide ongoing system support; making decisions related to products and issues, identifying those issues that need to be escalated
Work with automated development Agile tool sets such as JIRA
Create testing plans and provide training related to any changes made to software/new software implemented
Assist in creating and updating project documents such as process workflow diagrams and standard operating procedure documents.
Contribute to project plans


About you :)

Required Skills
Strong communication & technical skills
Responsible, dependable, quick learner
Demonstrated ability to adapt to new technology
Ability to write clear, concise documentation
Experience supporting multiple projects concurrently
Ability to manage & meet deadlines
Desire to work in a team environment
Strong work ethic
Adhere to all organizational information security policies and protect all sensitive information including but not limited to ePHI and PHI in accordance with organizational policy and Federal, State, and local regulations.
Requirements :)

Required Experience
BS in a Business, MIS or Computer Science field
Experience performing requirements analysis
Experience with Agile development methodology
About GetWellNetwork :)

GetWellNetwork, Inc.® is the Precision Engagement™ health care company. Our solutions engage patients and families, empower clinicians and deliver outcomes that matter. From inpatient to outpatient, to physician practices and urgent care clinics, to patients on-the-go, GetWellNetwork offers the only cross-continuum platform that performs across every care setting.

GetWellNetwork is an Equal Opportunity Employer.

Job Location
Bethesda, US-MD",69000,107000,
Entry Level Business Analyst,,3.5 ,,"The position of business analyst brings daily challenges and responsibilities aimed at troubleshooting problems and providing solutions via intensive computer-based research and analysis. Essential tasks involve identifying areas within a business which need updating or improving, often working in tandem with the firms IT department. An understanding of customers needs in relation to the performance of the business and the provision of competitive commercial solutions is an everyday task in this job, as is a high level of business intelligence and technical skills.

Requirement:
Assisting with the business case.
Planning and monitoring.
Eliciting requirements.
Requirements organization.
Translating and simplifying requirements.
Requirements management and communication.
Qualifications:
Bachelor's or Master's Degree
Strong Communication & Technical skills
Responsible, dependable, quick learner
Demonstrated ability to adapt to new technology
Job Type: Full-time

Salary: $68,000.00 to $74,000.00 /year",,,
Entry Level Business Analyst,,,,"Company Description

National Software Management,an offshore IT Services, Software development Services provider ensured with the speed and client-focused strategies.NSM is a specialist software services providing company combined with the Consultant's, customer base covers an array of sectors and involves 35 % of the Fortune 100, 25 % of the Worldwide 100, and several mid-market frontrunners.

Job Description

We are looking for recent gradutes and OPT candiates for Business Analyst position. Business Analyst is responsible for the set of tasks and techniques used to understand the structure, policies, and operations of the organization, and to recommend automated solutions that enable the organization to achieve its goals. The role has expertise and a generalized understanding of the IT organization's systems and capabilities.The candidate will work with the project managers and business technology specialists in developing the appropriate solution to meet the business partners' needs.

Requirement:

· Assisting with the business case.

· Planning and monitoring.

· Eliciting requirements.

· Requirements organization.

· Translating and simplifying requirements.

· Requirements management and communication.

Qualifications

· Bachelor's or Master's Degree in Computer Science, Information Systems, or equivalent

· Strong Communication & Technical skills

· Responsible, dependable, quick learner

· Demonstrated ability to adapt to new technology

Additional Information

If You Need We Offer:

• Free Online training

• Job Assistance and Support

• Real-time Certified S/W Trainers

• Company participates in ""E-verify"" program

• Placement in average of 4 weeks of marketing

• Online & onsite support provided

• Strong and motivated marketing team

• Great Marketing Support

• Mock-Interviews and interview training

• Placement in average of 4 weeks of marketing

Training Process:

• 2 to 3 week online training using WebEx

• Training provided by instructors with extensive industry experience

• Teaching with 70% exercise and 30% lecture

• Real time examples and case studies to practice with

Let us support you to continue moving towards your career goals. We are committed to helping you succeed.

Interested? Feel free to call me at 609-796-2021

Contact Details:

Srikanth Makala

609-796-2021",,,
Entry Level Project Manager,,4.4 ,,"To fit this role, we are looking for a responsible person with good communication skills. You must be comfortable working in teams and have your own strong drive to achieve your goals. You have a flexible mindset and are able to adapt to the current circumstances. A sense of curiosity and dedication drives your desire to learn new things. You see opportunities and strive to adjust your work model. You follow the right priorities under stress. You are concerned about your colleagues as well as our customers, spread positive energy and have the ability to see things from their perspective.

At Sectra, we hire people for who they are and for their willingness and ability to learn, rather than for their previous experience. We expect you to have a strong educational background and a proven track record of success, but also a sense of humor when appropriate. If you are a fast learner and the right person for the job, we will train you to meet the requirements of your new position.

For this position, the following requirements:
Fluency in English.
Bachelor's degree from an accredited college in a related industry discipline, or equivalent.
Strong attention to detail, organized and accountable for actions.
Proficient technical aptitude.
Energetically pursues tasks he or she sees as challenging.
Always strives to deliver results by being solution oriented and a team player.
Pursues his or her work with energy, drive, and a need to finish.
Learns quickly and independently in the context of an activity: seeks opportunities to extend and deepen learning.
Highly self-motivated: able to work in a fast paced environment.
Ability to work collaboratively as part of a team, yet also work independently on complex problems.
Excellent problem solving skills with a strong desire for constant challenge and multitasking.

Assets

Most of all, we are looking for an open, passionate person who s our values, is a true team player and will enjoy working with the rest of us at Sectra.

In ition, we consider it an asset if you also:
Speak more languages than those required above.
Have 2-3 years of experience in customer facing roles, preferably within technology or consulting organizations.
Have strong interpersonal, negotiation and presenting skills.
Have excellent verbal, listening and written communication skills.
Have 2+ years' experience working as a project manager/project coordinator - a plus.
Are proficient with Microsoft Project, Excel, Word, PowerPoint, OneNote - preferred.
Have experience developing process flow charts with Visio and tracking projects with Microsoft Project a plus.

We offer

A professional workplace with good colleagues, where we have fun at work.
A workplace where your voice will be heard and where your efforts make a difference.
The ability to work with products that bring real benefits to society.
An environment with technically advanced systems where patient safety and effective workflows are very important aspects.
An international environment with the opportunity to work in or with other countries and cultures.

Please make sure to attach your resume, cover letter, and grades from your university/college in your application.

Contact Hiring Manager

If you have any questions about this job, please contact:
Brittany Santella, Talent Manager, Sectra, Inc.

E-mail: *****************

Read more about working at Sectra here .

Our goal is for the right candidate to start this position as soon as possible.
Do you want to work with Sectra to gain the Project Management hours for your PMP?

We are looking for an Entry Level Project Manager to join our deployment organization in the US. We are seeking an individual who is customer focused and pro-active, with the skill set necessary to drive a project to completion while maintaining project scope and customer satisfaction. This position requires a self motivated problem solver with the ability to work independently and be a contributing member of the team. The individual should have two or more years experience working as a project manager/project coordinator.

In this position, you will:
Be willing to engage professionally with Sectra Customers as well as internal Sectra department members.
Manage several small, low complexity projects from start to finish as assigned by the PMO (Project Management Office).
Take directions from the Manager and execute all projects as per the documented PMO processes.
Develop and maintain all project schedules and calendars (Hub Planner and Replicon applications) with the input and assistance of project team leads. Responsible for tracking project changes and updating project schedules.
Research and collect project data necessary to meet company project reporting requirements.
Assist with making travel arrangements for departmental project team members while keeping in line with both Sectra and Sectra Customers' expense policies.
Participate in expense review and invoice generation for departmental projects.
Expand the understanding of Hub Planner application across the organization to highest quality utilization.
Participate in process improvement initiatives as assigned by the PMO or Professional Services Manager.
Learn and Project Management skills such as budget monitoring, schedule development, quality management, scope management, stakeholder and communications management.",,,
Assistant Project Manager,,3.1 ,,"Job Description
BLOX is creating the tools to convert a resistantArchitecture Engineering and Construction Industry into a smart and efficientmachine. For those motivated to play a part in that change, this is an excitingtime at BLOX. In short, BLOX takes the most complicated parts of a hospital – headwalls,surgery ceilings, MEP racks, Central Energy Plants, exam rooms, bathrooms, etc.- designs them so that they can be removed from conventional construction,manufactures them as modules, transports and inserts them into the constructionprocess to yield higher quality buildings that open significantly faster thanthose conventionally constructed. BLOXis both service and product that includes architecture, engineering,manufacturing, logistics and construction.

Title: Assistant Project Manager
Location: Birmingham, Alabama
Reports to: Project Manager

Job Description:

This entry level position is responsible for customer satisfaction, project management, and coordination of multiple moving parts for the installation of BLOX products and services within owner’s project teams in multiple states. This person is the face of BLOX to clients and owners, serving a challenging and critical function within the Company, with significant opportunity for growth.

Experience: BS Degree in related field; Self-motivated and demonstrated application of organizational skills, interpersonal and communication skills, analytical problem solving, and willingness to learn.

Education: Bachelor's Degree in related field required

Required Skills:
Experience with client interaction/customer service; calm in a storm
Organized and detail-oriented
Ability to analyze and solve problems with follow-through and documentation
Ability to coordinate and manage people, processes and products
Desired Skills:
Familiarity with Owner and Contractor contracts/subcontracts, negotiation, terms & conditions
Healthcare Experience
Working knowledge of lean principals
Comfortable using Adobe, Bluebeam, MS Office suite, and CAD
Essential Duties & Responsibilities:

Manage customers and drive successful outcomes of projects
Determine specific performance requirements for project success and execute
Manage flow of information between customer and internal production team
Work with and communicate regularly with design, engineering and operations
Develop estimates, proposals, and sales agreements
Maintain positive customer relationships and support a culture of high employee engagement
Measure and monitor performance metrics for quality, productivity, and customer satisfaction
Work with PM, Sr. PM, COO, CFO and CEO to assist in the development of financial budgets, projections and plans

Benefits:

BLOX offers the full spectrum ofcomprehensive benefits including: health, dental, and vision insurance. We alsooffer flexible spending accounts, paid time off, short term disability, longterm disability, life insurance and a 401k plan.

It is the policy ofBLOX, LLC to use ability and willingness to contribute to our team effort asthe criteria for making employment related decisions, regardless of anindividual’s race, color, religion, sex, national origin, age, disability, orother protected status. In addition, we strictly prohibit the harassment of anyemployee because of his/her race, color, religion, national origin, age, sex(including pregnancy, sexual orientation and gender identity), disability, orother protected status.
Company Description
BLOX exists to make better buildings faster. We are part of a larger framework - Design Manufacture Construct – that guides building design so that construction can leverage manufacturing productivity. We’re made up of smart architects, engineers, manufacturers, programmers and other generalist, united by the notion that to make great things intelligently is a worthy pursuit.",,,
Entry Level Business Analyst,,4.0 ,,"The Business Analyst is responsible for the eliciting business requirements from users for IT project requests. The primary objective for this position is to partner and collaborate with the business sponsors and end users to accurately capture and document all relevant business processes and information and create programming specifications that will allow the programmers to develop a quality solution that meets business objectives.

Responsibilities:
Gathers and synthesizers business objectives and translates them into requirements
Provides business expertise through the interpretation, synthesis, and translation of requirements throughout the systems development life cycle
Provides input into detailed project estimates and work plans
Organises and facilitates requirements and design review sessions
Supports and contributes to functional and user testing
Facilitates the change control process for project requirements
Identifies and escalates Issues and Risks that may impede project
Qualifications:
Bachelors or Master's Degree
Strong Communication & Technical skills
Responsible, dependable, quick learner
Demonstrated ability to adapt to new technology",,,
Brand Ambassador - Customer Service Consultants (Retail) Entry Level,,,,"Job Description
Now Hiring Customer Service Consultants for our Retail Division!

$10 -$15/Hourly + Paid Training.

Job Duties:
Work in one of our retail locations to assist customers face-to-face
Answer questions regarding customer billing
Sign-up new clients and set installation dates for new services
Resolve customer complaints
Troubleshoot technical/equipment issues
What We Offer:
$10-15/HR + Bonuses
Weekly Pay
Weekly Bonuses & Incentives
Paid Training
Leadership Training

No experience? No problem. We provide FULL PAID TRAINING!!

If you feel you may be an exceptional asset to our team, apply today!

Disclosure: BT Concepts, Inc. does not partake in any type of door-to-door sales, business to business, or telemarketing. All positions are guaranteed hourly pay and we do not work purely off commission.
Company Description
BT Concepts is always looking for new talents. We offer interesting work to inquisitive and open-minded people. Whether you are a daydreamer, have a hidden talent, like challenges or simply want to work in a place where your good work is always valued.. we welcome you to join our team!",,,
Business Analyst I,,,,"Overview

Are you a product owner or systems designer with experience in recruitment advertising or talent relationship management? Are you familiar with Agile methodologies and the Software Development Life Cycle (SDLC)? Were seeking a driven, articulate problem-solver to join our team as a Business Analyst (BA) I, where youll be assigned items from our recruitment advertising product road map and asked to create requirements/user stories and acceptance criteria by eliciting feedback from internal and external stakeholders. As a BA, youll work closely with our architecture, development, and testing teams to ensure their user stories and acceptance criteria are clearly defined, and collaborate with customers to demo new features, synthesize feedback and report it back to the teams. Were looking for someone who has a solid understanding of product ownership and can present to senior leadership with confidence. If youre a results-oriented self-starter with a customer service mindset, then wed love to bring you on board!

iCIMS extends a work culture unlike any other East Coast-based technology provider. We focus on hiring candidates who display our seven core competencies: passion, drive, transparency, adaptability, empathy, kaizen, and customer commitment. If you eat, sleep, and breathe our competencies and desire to work in a casual yet results-driven environment that embraces innovation, then youre just what were looking for!

iCIMS is a high-growth Software-as-a-Service (SaaS) company thats voted one of the Best Places to Work in New Jersey. We are the industry's premier recruitment software provider, delivering technology that supports approximately 4,000 contracted customers around the globe. Committed to both growth and stability, we have a lot of opportunities for career advancement within our organization. Come grow with us. Apply today!

Responsibilities
Works with the Director of Program Management to:
o Understand vision, direction and priority of the Product Backlog as it relates to their teams modules

o Define the Product Backlog of their teams modules during release planning
Attends all required Scrum meetings (Sprint Planning, Product Backlog Grooming, Sprint Review)
Facilitates requirements modelling sessions
Creates mock-ups or wireframes to express functional requirements
Communicates requirements through epics and user stories so they are understood
Holds team accountable to their commitments for developing features during sprint cycles
Triages team support tickets within company Service Level Agreement and making the determination as to what will be addressed by team and in what timeframe.
Develops a deep understanding of the customers needs through direct and indirect contact
Is the go-to person for information software modules assigned
Educates stakeholders in the development process
Removes barriers between the team and stakeholders
Provides feedback regarding the prioritization of enhancements based on customer feedback, market changes and business priority.
Documents the user perceivable changes of the features their teams worked on so the documentation team can successfully create supporting materials
Makes recommendations regarding accepting or rejecting their agile teams work results at each Sprint Review meeting
Provides the team clear information on iCIMS customers and potential customers including how they use the product, why they use the product, who uses it and when they use it.
Establishes open lines of communication with internal and external customers in order to bridge the relationship between iCIMS product development and iCIMS customers.
Facilitated knowledge transfer within the team alongside encourage and coaching a culture of knowledge sharing.
Participates in User Acceptance Testing to ensure functionality requested is delivered as expected
Works closely with the testing team to ensure test cases trace back to requirements and software design.
Keeps abreast of industry news and competitive offerings
Mentors BA I or entry level BAs
Consistently ensures that business is conducted with integrity at all times and that behavior aligns with iCIMS policies, procedures, and core competencies
Qualifications
Minimum of 1 year of experience in field or a related area
Experience in software Product Development
Demonstrable knowledge of software development lifecycles and activities.
A strong understanding of software Agile methodologies, particularly Scrum
Ability to synthesize information into succinct, concise, and logical summaries and reports
A certain degree of creativity and latitude is required
Computer literate; proficiency with Microsoft Office (PowerPoint, Excel, Outlook)
Excellent communication and interpersonal skills. Articulates thoughts and ideas clearly, concisely, and persuasively
Ability to work effectively within a fast paced, changing environment that is going through high growth
A self-starter with the demonstrated ability to take initiative
Strong results orientation
Demonstrated customer service orientation
Education/Certifications/Licenses Required
Bachelors degree in a business, computer science, or information technology related field or related experience.
BI/SQL knowledge or certification preferred
iCIMS is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sexual orientation, gender identity, national origin, protected veteran status, disability status or any other characteristic protected by law.",,,
Fire Alarm Technician For Entry Level Project Manager,,3.2 ,,"Wachter is currently accepting applications in our Lowell, AR office for an entry level project manager on our Fire Alarm Team.

Ideal candidate would be a technician that is looking to make that next step towards working as a project manager with basic fire alarm experience.

This position provides in office project management and operational support.

Essential Duties and Responsibilities:
Assist Project Manager(s) with daily operational tasks
Experience:
Provide administrative and logistical project support
Create and maintain project files
Assist in project scheduling
Assist in the process of sourcing opportunities
Provide technical support to technicians and other Project Managers as needed
Maintain Wachters high standard of quality and professionalism with regards to workmanship, customer relations, coworkers, behavior and appearance
Perform any other duties not specifically stated herein, but which your supervisor may assign
Adhere to all required project safety requirements as set forth by the Company and OSHA",29000,41000,
"Implementation Consultant, Revenue - Western United States - Travel/Home-Based",,3.8 ,,"Job Description

Implementation Consultant, Revenue - Western United States

Tyler Technologies is experiencing explosive growth and we are hiring multiple, dynamic Software Implementation Consultants (from entry level to experienced) to provide training and implementation assistance for new and existing Tyler clients. Join our growing team of Implementation Consultants who work with our clients all over the country. While being fully supported, you will train clients online and onsite in the proper techniques for installing Tyler's products in addition to providing training in the use of related Tyler software. At Tyler Technologies, we devote all of our time, energy and resources to help local governments and school districts become more efficient, accessible and responsive to the needs of their constituents. With more than 4,600 employees (and growing), Tyler has a proven track record of supporting its employee's careers and lives.Location

Travel/Home-BasedTravel

75-90%Responsibilities
Work with colleagues and managers to implement and proactively manage a superior technology solution for our clients.
Understand clients' business processes and configure applications based on business needs and accepted best practices.
Provide implementation support to new clients by leading customers through the implementation process, communicating with those involved to ensure that implementation is completed and any issues are resolved so client can be successfully utilizing the product. Train users in system set up, administration and maintenance
Assure client satisfaction and successful implementation.
Proof and analyze data conversions
Continuously evaluate implementation and training procedures and make improvements to facilitate the best possible customer experience. After implementation is complete, provide future training to clients on an as needed basis via telephone and GoToMeeting.
Create user documentation when required
Conduct 12-15 days of billable training per month and maintain an organized training schedule.
Complete training summaries specific to the client following the training to assist other Tyler staff in providing quality customer care.
Qualifications
Bachelor's degree in business or related field, or comparable work experience
Knowledge of governmental accounting; knowledge of Munis products desired
Exceptional presentation and training skills
Excellent interpersonal and communication skills
Familiarity and ease with computer systems and Microsoft Office products
Strong problem-solving and analytical skills
Ability to travel extensively
Valid driver's license
Requisition Number: 45-18-880-11

ch

INDERP

Tyler Technologies is proud to be an equal opportunity employer. All qualified applicants will receive consideration without regard to race, creed, gender/sex, marital status, sexual orientation, citizenship status, color, religion, national origin, age, disability, veteran status, or any other status protected under local, state or federal laws.",56000,86000,
Consulting Utility Forester - West Virginia University Career Fair,,3.1 ,,"Requisition Number: 33720
Company Name: DRG Inc 
Service Line: 1UVM - DRG Utility Vegetation Management 
Employment Type: Regular 
Job Type: Full Time 
Education Level Required: Bachelors 
Work Experience Required: 1 - 2 years 
Travel Expectations: Up to 25% 

 

Position: Consulting Utility Forester – West Virginia University Career Fair #33720

Starting Date: Immediately. Applications accepted until suitable candidate is selected.

Location: Nationwide Opportunities

 

Looking for a great opportunity to grow in a dynamic industry? Want to join highly skilled teams with diverse backgrounds? Join our Foresters, Horticulturalists, Plant Scientists, Ecologists, GIS and Natural Resource Specialists within the Davey Resource Group, Inc.! Become part of our energetic workforce, build your career, and emerge as a leader in the green industry! Spend your days outdoors and enjoy an engaging work environment where we apply technology, communication, and teamwork to help bridge the gap between human progress and the natural world.

Get your hands and boots dirty while educating the public on the response growth of trees. Make an impact on a community for a utility enhancement project. Davey Resource Group, Inc. a 100% employee owned company. Our opportunities are for the adventurous and passionate!

 

What you’ll do:
Successfully contribute to all aspects of vegetation management planning and analysis.
Utilize innovative technology and practices to help major electric utility providers deliver safe and reliable power.
Inspect and assess vegetation in right-of-ways for compliance standards and construction work plans.
Identify tree and brush control work and protection zone recommendations.
Collect data and document work using hand-held computers; assess terrain, habitat, and environmental conditions, and support IVM projects.
Coordinate with Project Managers, Planners, and Vegetation Crews to create customized solutions.
 

What you’ll need:
Ability to work and hike in rugged terrain and inclement weather; ability to read and follow GIS data and maps; ability to work independently.
Leadership experience and a desire for career growth will be given a priority.
Demonstrated expertise in problem solving and technical innovation.
Excellent communication and interpersonal skills.
Availability and desire to travel throughout the utility service area.
Clean DMV driving record and ability to drive and operate a 4x4 vehicle.
Two or Four year degree in Forestry, Urban Forestry, Horticulture or related discipline; ISA Utility Specialist; Qualified Applicators License (QAL), Pest Control Advisor (PCA), Registered Professional Forester (RPF), Utility Right-of-Way Vegetation experience are preferred.
Ability to identify local tree species & growth rates.
Organizational skills; working knowledge of computers and programs, file creation, manipulation and sharing.
 

What you’ll get:
 A company repeatedly recognized as a top performer.
An innovative and success driven work environment.
The opportunity to work in this country’s great outdoors.
Great teammates that will help support your professional growth.
Managers who empower and genuinely care about each team members’ success.
The resources you need to excel and grow through the Davey Institute of Tree Science.
An excuse to be enthusiastic every day.
Company vehicle for commuting purposes & cell phone.
Competitive wages & excellent benefits. Pay rates based on qualifications & experience.
Opportunity to work for and become an employee-owner with the #1 100% employee owned service company in the country.
 

Who we are:

The Davey Resource Group, Inc. is an Equal Opportunity Employer that is focused and relentless in our pursuit to help our utility clients deliver safe and reliable power to their customers and to help maintain national security. We are results driven by our great people and the technology at our fingertips. Not ordinary great people, but those who love being the best and being a part of building something extraordinary. People who want to create change, who love what they do and the people they do it with. We are currently hiring Arborists, Foresters, Horticulturalists, Natural Resource Specialists, and plant and outdoor enthusiasts. Various full time positions available include; entry level, special projects, and supervisory roles. We are seeking candidates who have positive attitudes, excellent communication skills, and critical attention to detail. Team players who have a thirst for knowledge and growth may apply. Military Veterans are also encouraged to apply.

 

If a career exploring the forest with Davey excites you, please apply at https://career8.successfactors.com/sfcareer/jobreqcareer?jobId=33720&company=DaveyTree&username

or by sending your resume and cover letter to:

 

James Panezott

Email: Forestry.Careers@davey.com Phone: (800) 828-8312 x8039

Subject: Consulting Utility Forester – West Virginia University Career Fair #33720

 

 

The Davey Tree Expert Company has U.S. and Canadian operations in more than 47 states and five provinces and provides a variety of tree care, grounds maintenance and consulting services for the residential, utility, commercial, and government markets. Founded in 1880, Davey has been employee-owned for 35 years and has more than 8,000 employees who provide Proven Solutions for a Growing World. For more information, visit www.davey.com

If you need any assistance at any time please contact us at 1-800-445-8733 ext. 1108 or at ed.help@davey.com.",,,
Project Implementation Program for Fresher/Entry Level SAP Consultants,,,,"Job Title: Project Implementation Program for Fresher/Entry Level SAP Consultants

SAPSOL Product Innovation Lab., of SAPSOL Technologies is looking for SAP Consultants in various domains for their project implementation program.

Requirements:

Must be trained in their respective domain.
Must not have more than 1 year of domain experience.
Be able to communicate effectively in a team environment.
Configuration and integration of respective modules as per blueprint.
Develop test strategy and document test results.
Troubleshoot and resolve issues for cross-functional areas.
Develop support model and monitor support tickets.
Provide support and resolve help desk tickets.

Please note that this is not a training program and you must be already trained in your SAP domain. Candidates with experience, who are senior and currently employed do not apply. This is not a paid program, any facility usage, administrative and other charges as applicable will have to be borne by the consultant. SAPSOL may deploy you at its clients project upon successful completion of the program based on performance. On completion of program, the financials for project deployment are as mutually agreed and based on client agreed rate.

The project implementation program is suitable for those who want to work in real time world / latest technology areas, are just trained, new immigrants & / or sitting on bench, and are interested in making a career break as seasoned SAP consultant in the job market.

Need more info call us @ 905-507-8200, Ext 260, Contact: Bimal

Email your resumes as soon as possible.

.",,,
Entry Level Assistant Project Manager,,5.0 ,,"Job Description
Commercial Roofing

Full-time position to assist Division Manager in supervising and coordinating installation of commercial roofing and waterproofing systems in the Chicagoland area.

Typical Duties Include:

· Creating, tracking and following up on submittal packages including job specific shop drawings using Autocad.

* Quantity take-offs and purchase orders.

· Confirm adherence to approved shop drawings.

· Attend pre-construction and progress meetings, as well as other project or staff meetings.

· Work with Project Manager to determine proper solution that conforms to manufacturer requirements for any detail issues that may arise in the field.

· QA/Pre-punchlist walks with follow up reports and tracking.

·Request and submit closeout documents upon completion of work.

· Coordinate onsite deliveries with suppliers and General Contractor.

· Monitor daily activities and as needed compile reports on progress, compliance and obstacles.

· Work with other trades to coordinate installation.

· Monitor and track contract document and field changes.

* Assist with material takeoff, estimates and proposals.

· Work with Project Manager to develop site specific safety plan and actively update or modify as needed.

JOB REQUIREMENTS:

· 4 year Construction Management degree or 5 years of equivalent experience in commercial roofing industry.

· Comfortable climbing ladders, stair towers, and use of exterior material hoists or other hoisting equipment. Not afraid of heights.

· Strong verbal and written communication skills.

· Valid drivers license for local travel.

· Pass pre-employment drug and alcohol screening and background check.

· Proficiency with windows-based operating system Microsoft Office and AutoCad.

· Experience with Bluebeam is preferred but not required.

COMPANY BENEFITS:

We offer a competitive salary and complete benefits package including, medical, dental, vision, life, short & long-term disability, 401(k) plan, vacation days, sick days and paid holidays.
Company Description
All American Exterior Solutions has been a leader in the commercial and residential exteriors industry for over 30 years. Applications include commercial roofing, sheet metal and siding, residential roofing, siding, gutters, and insulation work.",,,
