name,company,company_review,est_salary,location,description
Software Engineer I,COBB Tuning,4.0 ★,,"– Austin, TX (US)","Software Engineer I

Location: Austin, TX

Headquartered in Austin, Texas, COBB is an enthusiast-driven automotive company dedicated to providing the world’s best vehicle tuning solutions to owners of turbocharged, import oriented vehicles. COBB currently supports small displacement, forced induction vehicles in Subaru, Mazda, Nissan, BMW, Porsche, Ford, Volkswagen, and Mitsubishi platforms.

COBB prides itself in having a creative, professional, employee-focused work environment. Benefits package includes
Medical/Dental/Vision insurance
Retirement plan with company matched contributions
Paid holiday and personal time
Gym Membership Subsidy
More about the position:

As a Software Engineer I (Junior, but not entry level), you will work with a team of smart engineers who are passionate about producing high quality products that our customers enjoy. You will play a key role in all aspects of product development cycle: design, development, implementation, support, and evolution of our products. This is a development position with great opportunity to transform academic engineering skills into practical development skills.

Key responsibilities and scope of work include:
Develop and test software implementation, mainly in C++, with mentorship from project lead and other engineering staff.
Work with other team members to increase knowledge and understanding of broader areas of product or component functionality, architecture, standard routines, development frameworks and debugging practices.
Participate in Code Review process.
Help our skilled Customer Service and QA teams to triage and solve bugs.
In some cases, work directly with customers on issues.
Contribute to internal tools that help us improve our development process and scale our systems.
Support our QA and Project Management teams to ensure seamless product releases.
More about you:
You have a BS or MS Degree in Computer Science, 2+ years relevant industry experience.
You show an aptitude for new skills, such as new development languages, platforms, or production/component feature areas.
You have an in-depth understanding of object oriented design. Proficient in one or more Object Oriented programming language.
You are comfortable with Linux Operating System.
You have working experiences in GUI programming.
You understand Software Development Product Lifecycle.
You have some experience building your own unit tests.
You work well in a highly collaborative team environment.
You have strong written and verbal communication skills
You are self motivated with a strong desire to learn.
You can meet deadlines on individual tasks.
You are eligible to work in the U.S. without sponsorship.
Preferred but not required:
You have some exposure to automobile engine operation and tuning fundamentals.
You are knowledgeable in STL, Boost, or similar template libraries.
You have experience with one or more Scripting languages.
You have a good understanding of Software Testing procedures and criteria.
Compensation depends on applicable experience.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Software Engineer - Entry Level,CUBRC Inc.,4.1 ★,$44k-$74k(Glassdoor est.),"– Buffalo, NY","Job Description
Position Summary:

The CUBRC Buffalo, NY Office has an immediate need to fill an Entry Level Software Engineering position in an agile development environment. The successful candidate will join a team of researchers to implement, in software, advanced algorithms, optimizations, and new technologies. As a member of the program team, the successful candidate will perform software system architecture, integration, design, implementation, and testing under the direction of a Principal Engineer. In addition to software development, responsibilities will include integration of 3rd party systems, system documentation, and presentation of research and work to internal and external customers.

Minimum Qualifications:
A bachelor's degree in computer science with an emphasis on software engineering/programming, or a bachelor's degree in a scientific discipline with significant coursework in computer programming, or software architecture
Excellent written and verbal communication skills are required, along with the ability to work well in an agile team environment
Demonstrable experience in using the suite of Microsoft Office applications (Word, PowerPoint, Excel, Access, etc.) is a plus
Preferred Qualifications:
Proficiency in Java software development and deployment
Web application backend development (HTTP/REST) experience
Experience with cloud computing technologies (Hadoop, MapReduce, HBase, Zookeeper, Spark)
SQL/NoSQL database design and implementation experience
Scientific computing or algorithm/heuristic implementation experience
Experience with the following application development tools: Integrated development environments (e.g. IntelliJ IDEA), Maven, Version control frameworks (e.g. Git), Testing libraries (e.g. Junit)
Benefits
Voluntary Leave
Employee Wellness Program
Company outings (ski outing, golf outing, Bison's game, holiday parties)
9 paid holiday days
Generous vacation accrual
Full benefits including medical insurance, dental insurance, 401k with industry-leading company contribution
Opportunities of continued learning, including a tuition reimbursement plan
Flexible working hours
Salary commensurate with experience

CUBRC maintains an Affirmative Action Plan to establish fair access to employment opportunities and to create a work community that is an accurate reflection of the qualified workforce.

Due to security clearance requirements, U.S. citizenship is required for employment
Company Description
CUBRC's workforce is passionate about innovation and discovery. We turn great ideas into amazing Advantages Through Technology. Great ideas come from exceptional people and we want to recruit the very best. We welcome innovative and diverse talent, championing those eager to add value and productivity to our business.

Join an organization that offers exciting and challenging careers where your ideas and skills are valued, and where your individual contributions are respected, recognized and rewarded."
Software Engineer,PHI - Louisiana,3.9 ★,$83k-$134k(Glassdoor est.),– New Iberia,"About PHI,
PHI's Mission is to provide worldwide helicopter services that are unsurpassed in safety and customer satisfaction. We are a team dedicated to continuous improvement in an environment that promotes trust, personal growth, and mutual respect.
PHI is the world's leader in offshore transportation technology. Since it began operations in 1949, PHI has grown and progressed to become known throughout the world as the most experienced of all commercial helicopter operators. PHI's influence is at work wherever people are engaged in oil and gas exploration, drilling, and production throughout the world. The further out offshore crews operate in the ongoing quest for energy resources, the more they will need the kind of safe, efficient, reliable support that is provided by PHI's knowledgeable people and versatile helicopters.
helipass is a division of PHI focused on building products and services to help our customers simplify and automate resource compliance and logistics. We are a small, fast growing team with tremendous opportunity. We can't wait to share our vision with you and to discuss the impact our team will have with your contributions.

About the Job
We are seeking a software engineer to join our delivery team to help grow our core products using agile software development processes. In this role, you will help analyze, design, create, test, and deploy windows and web applications. Members of the delivery team work from our offices located in New Iberia, LA.

Technologies Overview
Microsoft Visual Studio, TFS, Git
Languages: C#, HTML, JavaScript, CSS, SQL
.Net: WCF, WPF, WF, MVC, MEF
Web: Bootstrap, jQuery, Knockout, Underscore
Databases: Oracle
Qualifications (Entry Level)
B.S. Computer Science degree, or related
Experience writing SQL queries against relational databases
Familiarity with standard web technologies: HTML, JavaScript, CSS
Proficient writing object oriented applications using C-style languages
Qualifications (Junior Level)
B.S. Computer Science degree, or related
2+ years software development experience
Proficient with standard web technologies: HTML, JavaScript, CSS
Proficient with C#.Net - similar technology may substitute (e.g. Java)
Proficient with database design and complex SQL queries
Qualifications (Senior Level)
B.S. Computer Science degree, or related
4+ years software development experience
Proficient with standard web technologies: HTML, JavaScript, CSS
Proficient with C#.Net - similar technology may substitute (e.g. Java)
Proficient with database design and complex SQL queries
Proficiency designing and implementing advanced application architectures
Organizational Core Competencies:

1) Safety - Taking responsibility to put the tools and processes in place that will ensure your own safety and the safety of those around you. The key components of Safety are: System (SMS), Risk Management, Safety Assurance, Personal Responsibility, Discipline, Compliance (Integrity), and Capacity for Collective Action.

2) Quality - Meeting the customers' needs and conditions for success over the long term and to the greatest extent possible. The key components of Quality are: Leadership Position, Technology, Technical Proficiency, Measurement and Accountability, and Innovation.

3) Efficiency - Ability to maximize the benefits and profits, while minimizing effort and expenditure. The key components of Efficiency are: Process Efficiency, Organizational Efficiency, Resource Allocation & Maximization, Measurement and Accountability, and Organizational Transparency

4) Customer Service - Anticipates and meets the needs of both internal and external customers. Delivers high-quality products and services; is committed to continuous improvement. The key components of Customer Service are: Communication, Consistency, Accessibility, Reliability, and Maintaining an Honest, Respectful and Professional Relationship.

Behavioral Competencies:

1) Drive & Energy - Effective performers have a high level of energy and the motivation to sustain it over time. They are ambitious and passionate about their role in the organization. They have the stamina and endurance to handle the substantial workload present in today's organization. They are motivated to maintain a fast pace and continue to produce even in exhausting circumstances. 2) Functional/Technical Expertise - Effective performers are knowledgeable and skilled in a functional specialty (e.g., finance, marketing, operations, information technologies, human resources, etc.). They add organizational value through unique expertise in a functional specialty area. They remain current in their area of expertise and serve as a resource in that area for the organization. 3) High Standards - Effective performers establish and model standards that guarantee exceptional quality and necessary attention to detail. They continually seek to improve processes and products, and they hold staff accountable for quality. They find best practices, share them, and then improve upon them. 4) Initiative - Effective performers are proactive and take action without being prompted. They don't wait to be told what to do or when to do it. They see a need, take responsibility and act on it. They make things happen. 5) Integrity - Effective performers think and act ethically and honestly. They apply ethical standards of behavior to daily work activities. They take responsibility for their actions and foster a work environment where integrity is rewarded.

PHYSICAL DEMANDS: Light office work

WORK ENVIRONMENT: Indoor, Office Environment. Occasional travel by car and/or airline.

PHI, Inc. is an equal opportunity employer."
Software Engineer (entry level),"Summit Partners, L.P",4.2 ★,$72k-$117k(Glassdoor est.),"– Boston, Massachusetts","Casa Systems, Inc. is a leading provider of next-generation broadband distributed and virtualized architectures in mobile, fixed telecom and cable networks. As the original supplier of commercially deployed CCAP systems that deliver voice, video, and data over a single port, Casa continues a tradition that brings leading edge solutions to hundreds of service providers around the world. At Casa Systems, our mission is to deliver ultra-broadband solutions that keep families, communities and the world connected. We harness our passion for innovation to drive technological solutions that allow service providers to do amazing things that improve the way we live.

We are seeking to hire an entry level Software Engineer to join our Advanced Technology team based in Andover, MA, USA, which is located about 30 minutes north of Boston.

ESSENTIAL DUTIES & RESPONSIBILITIES:
Evaluate, design, prototype, and integrate next generation high performance cloud platforms for future access and core networking products.
Evaluate, integrate, enhance, and contribute to cutting edge open source projects such as DPDK, FD.io, OpenStack, Kubernetes, OpenNFV as part of new cloud platform solution.
Participate in the design and prototype of new product PoC for shows and demos.
Perform hands on research, build and test of his/her own concepts.
QUALIFICATIONS:
Graduate degree in computer science, software engineering, or related technical field.
Must be proficient in at least two of the following: C/C++, Java, Python, Rust or Golang.
Must have knowledge of layers of the TCP/IP stack, networking, security and common Internet services/protocols such as SNMP, DNS, and HTTP.
Must have knowledge of Linux networking.
Must have experience developing, debugging, and deploying application on Linux operation systems.
Must have knowledge/experience of virtualization technology (Virtual Machine and Containers).
Knowledge/experience of IaaS, PaaS, virtualization, and web services architecture a plus.
Experience in designing, building and managing web-service applications a plus.
Experience with OpenStack, DPDK, FD.io, Kubernetes, Mesos (DC/OS), Dockers, and Database clusters is a plus.
Experience integrating, enhancing, and contributing to open source is a plus.
Good verbal & written communication skills and demonstrated ability to collaborate across teams and organization.
Casa Systems, Inc. participates in the EVerify program. Casa Systems is committed to fostering a diverse workforce and inclusive work environment free from unlawful employment discrimination and without barriers to Equal Employment Opportunity (EEO).

Job LocationAndover, Massachusetts, United StatesPosition TypeFull-Time/Regular"
Associate Software Developer,Prudential,3.5 ★,$66k-$106k(Glassdoor est.),– United States-New Jersey-Roseland,"Prudential’s Annuities & Life Technology Group is on a journey to transform its technology landscape from older, custom built applications to newer, packaged, cutting edge software. As an entry level developer on this team, you will partner with designers and work with state-of-the-art technologies as you implement capabilities to solve complex business problems. We are looking for associates who care deeply about communicating clearly with users in creative ways. You will code, test, and debug new and existing applications. If you enjoy the challenge of working in a fast paced, dynamic environment and have a passion for software engineering, this is the place for you.

RESPONSIBILITIES:
Support development effort for Annuities & Life Technology Salesforce platform
Responsible for development and unit testing prior to delivering the final product to the Quality Assurance Team. Overseeing production support; Administer setup, customization and configuration including but not limited to the following: standard and custom objects, data management, reports and dashboards, workflows and alerts, user and security settings.
Implement development activities leveraging industry standard & best practices to deliver CRM solutions aligned with customer expectations, on time, within budget, and with anticipated business value
Engage with the business users to understand business needs and document requirement
Ensure developed solutions remain compliant with all applicable Prudential standards
Coordinate production releases, working towards an Agile delivery methodology
Research Salesforce integrated applications and tools in response to business needs
Bachelor’s or Master’s Degree in Computer Science, Information Systems, Business Administration or equivalent work experience
Experience in the development and design of complex applications
Familiarity with CRM systems (Salesforce) is plus
Knowledge of AngularJS, Bower, NodeJS, SASS, and Bootstrap; Code editor including Dreamweaver, Sublime, or Brackets; and executing work breakdown, distribution and status tracking is a plus
Experience with Apex, Visualforce, Lightning UI and Salesforce mobile application is a plus
Salesforce certification in salesforce administration, salesforce developer, sales, service, marketing cloud is a plus
Proven knowledge of frameworks including XHTML HTML, and CSS; Object Oriented JavaScript and modern JavaScript libraries
Exposure to monitoring and logging techniques and tools such as Splunk, Wiley is a plus
Knowledge of DevOps tools such as CodeDeploy, Artifactory, SonarQube, Selenium, Jenkins is a plus
Clear, professional communications (listening, oral and written communications)
Strong relationship building and collaboration skills"
Junior Software Engineer - Entry Level,MPAY,3.3 ★,$37k-$62k(Glassdoor est.),"– Waltham, MA","Objective

The Junior Software Engineer will design, develop, and maintain new and existing software products.

Essential Functions

 Assist in implementing new features and products.

 Maintain and enhance current functionality.

 Participate in peer code/design reviews.

 Work with other engineers and support staff to assist in resolving customer issues.

 All other duties as assigned

Qualifications

 3+ years experience designing and developing applications using C++, MFC, COM, and ATL.

 Database experience utilizing Microsoft SQL Server or comparable RDMS.

 Experience with user interface design and development using MFC.

 Ability to work with others in a team environment is required.

 Able to work autonomously and with excellent time management skills

 Knowledge of multithreading programming a plus.

 Knowledge of .Net/C# a plus.

 Payroll or accounting knowledge a plus."
Simulation Software Engineer - Entry Level,Moffatt & Nichol,3.3 ★,$59k-$98k(Glassdoor est.),"– Long Beach, CA (US)","Would you like to work in ever-sunshine South California? Moffatt & Nichol is seeking an entry to middle level Simulation Software Engineer in our Long Beach, California office. The individual will develop simulation models for analysis of various systems and processes within container terminals and other facilities, using discrete event simulation software such as FlexSim. The ability of programming to extend the current modeling capabilities at the company is expected.
Responsibilities include:
Developing simulation models for analyzing processes and layouts using discrete event simulation software and direct programming
Developing and maintaining software packages using programming such as C++ and script
Conducting debugging, validation, verification, output analysis of simulation models
Documenting modeling assumptions, process flows, results, and issuing reports
Data collection and analysis as model inputs
Numerical and statistical analysis of various operation processes
Interfacing with technicians, engineers and project managers during data gathering, model development, analysis, reporting, and presentation
Qualifications:
Education Requirements:
A Bachelor’s degree in Industrial Engineering, Computer Science, Math, or any other field related to computer software development, engineering, modeling and simulation
A Master’s degree in a field related to simulation modeling is preferred
Experience Requirements:
1 to 2 years of experience in discrete event simulation modeling is preferred
Experience with Flex Sim simulation software is plus but not required
Familiar with one or more programming language such as C++, C#, C, Java, Lua etc
Experience in software development life cycle is a plus but not required
Experience in port and container terminal operations is preferred but not required
Moffatt & Nichol is a global infrastructure advisory firm of 700+ employees in 37 offices and 7 countries. We provide practical solutions to clients in the marine terminal, transportation, energy, environmental, federal, and urban development markets around the world. We are a multidiscipline professional services firm with specialized expertise in structural, coastal, and civil engineering; environmental sciences; economics analysis; inspection and rehabilitation; and program management solutions.
Moffatt & Nichol’s EEO Statement
As a global business, Moffatt & Nichol relies on diversity of culture and thought to deliver on our goal of Creative People, Practical solutions serving our client needs, and ensures nondiscrimination in all programs and activities in accordance with Title VI and VII of the Civil rights Act of 1964. We continuously seek talented, qualified employees in our world-wide operations regardless of race, color, sex/gender, including gender identity and expression, sexual orientation, pregnancy, national origin, religion, disability, age, marital status, citizen status, protected veteran status, or any other protected classification under country or local law. Moffatt & Nichol is proud to be an Equal Employment Opportunity/ Affirmative Action Employer/ Federal Contractor desiring priority referrals of all protected veterans for job openings."
Entry Level Software Engineer,Next Century,5.0 ★,$61k-$101k(Glassdoor est.),"– Annapolis Junction, MD (US)","Job Brief
Class of 2018 - Check this out!
li { margin: -10px 0px 10pt; padding: 0px; color: rgb(0, 0, 0); line-height: normal; font-family: Verdana; font-size: 12px; } p { margin: 0px 0px 0pt; padding: 0px; color: rgb(0, 0, 0); line-height: normal; font-family: Verdana; font-size: 12px; }
Next Century Corporation, a growing technology services company headquartered in Annapolis Junction, MD, is seeking recent graduates interested in Software Engineering to join our team. We’re searching for those rare individuals who share our passion for using their skills to make a difference in this world with an unwavering commitment to high performance, integrity, and customer satisfaction.
Who we are seeking?
We expect individuals to be team-orientated, self-motivated, high performers who have the aptitude and desire to learn and contribute. Our primary focus is to develop life-saving, mission-critical application solutions that integrate situational awareness, at-a-glance analysis, decision support, collaboration, and other core capabilities utilizing our expertise in data visualization, user interface design, GIS, image exploitation, and mobile computing.
You will work closely with senior engineers and architects, to design and implement new features and new core capabilities. Must have a passion for Java programming, a very strong understanding of its core concepts and ability to write quality code and meet deadlines. You will be participating in all phases of the development life-cycle.
Requirements:
Recently achieved an Academic Degree in Computer Science/Engineering.
Proficiency with Java coding and debugging skills.
Good programming practices with solid object-oriented development experience.
Strong analytical and problem solving skills.
Able to demonstrate initiative.
Superior time management skills.
Detail-oriented, results-oriented, and action-oriented.
Able to set priorities and undertake complex tasks with minimal supervision.
Strong written and verbal communication skills.
Must be eligible to obtain a clearance
In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire."
Software Engineering Internship,Red Hat,3.9 ★,$51k-$86k(Glassdoor est.),"– Raleigh, NC","At Red Hat, we connect an innovative community of customers, partners, and contributors to deliver an open source stack of trusted, high-performing solutions. We offer cloud, Linux, middleware, storage, and virtualization technologies, together with award-winning global customer support, consulting, and implementation services. Red Hat is a rapidly growing company supporting more than 90% of Fortune 500 companies.

The Red Hat Ansible Networking team is looking for an intern to join us in Raleigh, NC. In this role, you will work with other Ansible by Red Hat networking-focused engineers, building modules to support various strategic vendor devices. You’ll work in a fast-paced environment using GitHub and peer review workflows. While we are looking for a particular skill set and relevant experience, entry level knowledge of various network operating systems and solid fundamentals in computer science will be more than beneficial to the team.
Create new features in Python for specific networking vendor operating systems; contribute these features to upstream projects
Submit patches for bug fixes to the community; review patches from other community members
Work with senior engineer on testing and building proof of concept scenarios
Help with the Quality Engineering team to ensure projects are tested correctly
Publicize the work the team is doing via blogs and web postings
Solid object-oriented software development skills
Development experience in Python
Familiarity with YANG modeling
Familiar with one or more technologies like Cisco IOS, IOS XR, NX-OS, Juniper Junos, Arista EOS, or Vyatta VyOS
Familiarity with one or more APIs like NETCONF, RESTCONF, or gRPC
Some experience with automated testing tools
Red Hat is proud to be an equal opportunity workplace and an affirmative action employer. We review applications for employment without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, ancestry, citizenship, age, veteran status, genetic information, physical or mental disability, medical condition, marital status, or any other basis prohibited by law.

Red Hat does not seek or accept unsolicited resumes or CVs from recruitment agencies. We are not responsible for, and will not pay, any fees, commissions, or any other payment related to unsolicited resumes or CVs except as required in a written contract between Red Hat and the recruitment agency or party requesting payment of a fee."
Software Engineer,Dumac Business Systems,2.5 ★,$56k-$93k(Glassdoor est.),"– Fort Worth, TX","We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas. Job Description

Position: Software Engineer I

Job Description:Entry level role that exposes the individual to coding standards, business process, systems development methodology, and system business functions. A Software Engineer I is exposed to both maintenance programming and enhancement of new feature sets in the application.

Reports to:Software Development Manager

General Duties:
Designs, modifies, develops, writes and implements software programming applications.
Supports and develops software applications/operating systems.
Participates in the testing process through test review and analysis, test witnessing and certification of software.
Learns to build and deploy DUMAC's software package across multiple machines.
Develops proficiency in the development environment
Physical Requirements
Desk work with some lab testing requires ability to sit or stand throughout normal work day
Training or Knowledge Needed
Bachelor's degree in a related area or 0-2 years of experience in the field or in a related area.
Knowledge of commonly-used programming and database concepts, practices, and procedures.

SDL2017"
Entry Level Software Developer,Macropace Technologies,4.8 ★,,"– Hillsboro, OR","Entry Level Software Developer

Hillsboro, OR

Full Time Position

Job Description:

Must have Bachelor Degree in Computers / Electronics / Electrical Engineering

Good knowledge in OOPs concepts is must

Should have good programming skills in Python (or) C++

Familiar with Linux work environment

Familiar with Debugging using GDB or any other Debugging tool

Automation Development and Testing – Enable continuous deployment and availability by designing, developing and creating automated frameworks, processes and test cases based on functional and non-functional requirements.

Work with industry experts to design, develop and test fast and efficient software that directly manages and controls the hardware.

Familiar with Computer Hardware will be an advantage

Willingness and commitment to work in a process driven environment and contribute to process improvements

Good communication and interpersonal skills to work with different teams

Thanks

Macropace"
Satellite Software Engineer (Entry Level),Lockheed Martin Corporation,3.6 ★,$52k-$87k(Glassdoor est.),"– Littleton, CO","Description:The Enterprise Flight Software (EFSW) Product Line team is looking for a new member to assist in the full life-cycle development of our spacecraft flight software solutions. We are an Agile team employing the Scrum framework to spec, design, code, and test embedded flight software for a variety of space flight vehicles and missions.

We are a highly collaborative team that prefers short development iterations and embraces a fail-fast mentality (fail fast, fail often, react quickly and learn from every failure). Individual initiative and an ability to handle adversity are expected characteristics of all team members.

The selected candidate is expected to be a creative problem solver and enthusiastic software developer, preferably with experience in C++ and Python development. The majority of our software is written for embedded Real-time Operating Systems (RTOS), so RTOS familiarity is desired.
Basic Qualifications:
C++ development knowledge
Python development knowledge
Object Oriented development knowledge
Real-time Operating System knowledge
Desired Skills:
VxWorks/RTEMS Real-time Operating System experience
Agile methodology experience
POSIX development experience
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Join us at Lockheed Martin, where were engineering a better tomorrow.
EXPERIENCE LEVEL:
Experienced Professional"
DevOps Engineer – Entry Level –,Gold Coast IT Solutions,4.2 ★,$54k-$74k(Glassdoor est.),"– Fairfax, VA","Title DevOps Engineer – Entry Level
Start Date 2016-11-15
Location Fairfax, VA
Job Information

We are looking for smart, articulate IT persons who are excited about growing into the DevOps role. This will require hard work, creativity and tenacity. DevOps Engineers are responsible for the design and implementation of applications, build, release, deployment, and configuration activities.
The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps. Candidate should be able to bridge the gap between Development and Operational teams. Working with the development teams to meet acceptance criteria, gathering and documenting the requirements. Candidate should be able to work in fast-paced multi-disciplinary environments.

BASIC QUALIFICATIONS:

- Bachelor’s/ Master’s Degree in Computer Science/Engineering, Information Systems, MIS or experience with other programming languages or equivalent training/work; maximum work experience of 3 years.

- Knowledge of Java, C#, PHP, Python, Ruby or similar programming languages.

- Background in Linux systems

- Proven ability to write clear, concise documentation

ADDITIONAL QUALIFICATIONS:

- Experience with cloud technologies such as CloudStack, VMware, AWS etc.

- Experience with SQL queries and any relational database systems

BENEFITS:

- Pay Package – $52K-$82K

- Full Medical and Health Benefits

- 401K

- Periodic Performance Bonus

- Full Relocation Package

- OPT/CPT/EAD/US Citizens/GC Holders Accepted

This is a great opportunity for an entry level or Junior Developer that wants to be mentored by a team of Senior Development professionals. Candidates must be smart, articulate, have a passion for software development, be customer focused, and have a strong desire to learn and remain current on a wide range of development technologies.

We are proud of our diverse environment, EOE,M/F/D/V.

https://gcit.recruiterbox.com/jobs/fk0b5z
Start your job application: click Apply Now"
Software Engineer,GAN Corp,4.2 ★,,– US-AL-Huntsville,"Overview
GaN Corporation is now accepting resumes for a Software Engineer to support the contracts in the Huntsville, AL and other areas across the spectrum of junior to senior level. The candidate(s) will work as part of a team developing various types of applications (desktop, web-enabled, mobile) using various programming languages. You will have an opportunity to leverage your existing software knowledge as well as learn new skills to support the various mission needs of our customers. While we do list some specific qualifications and skills required/desired below, we are looking for engineers that have a passion for creating and a strong desire to expand your capabilities while excelling with GaN. We need people who know software, have experience in networking systems together, and have knowledge in the integration of software and hardware to help us achieve our customers’ mission. This position requires initiative, multi-tasking skills and ability to work efficiently with minimal supervision on all assignments. Our Software Engineers should be able to work flexibly both independently and on a team, where the need for extensive communication is crucial.
GaN hires creative and independent thinkers, tinkerers, and makers with a desire to grow personally and professionally as well as to help GaN grow as a company. Our team consists of people with exceptional interpersonal, written, and verbal communication skills who are amiable and outgoing. We are ethical partners with our customers, maintaining a professional demeanor while being dedicated to superior customer service, quality, and team building. To be a part of this team, you must be self-motivated and self-directed to work independently, but also be open and communicative to work as a team to exceed all GaN and customer expectations.
GaN Corporation is an Equal Opportunity Employer. We are pleased to consider all qualified applicants for employment without regard to race, color, gender, sexual orientation, gender identity, religion, national origin, age, marital status, veteran status, disability, genetic information or any other legally protected classifications. GaN Corporation participates in E-Verify.
Responsibilities
Depending on the level of experience and capability, the candidate(s) will work within a team and on your own to perform a portion of the full range of software engineering functions and other GaN related tasks to include:
Collecting and analyzing customer requirements
Creating functional and system level designs to meet requirements
Developing the appropriate applications per the design
Deploying systems and supporting integration and test efforts
Execute and maintain GaN CMMI Level 2 processes
Mentor the next generation of engineers as GaN grows
Support business development efforts to include developing solutions to customer needs that are in line with your passions
Qualifications
Minimum of a B.S. in Computer Science, Computer Engineering, or related field
For Juniors, entry level+
For Mid Level, 5+ Years of Experience
For Seniors, 9+ Years of Experience
Required Skills:
A passion for the work and to help GaN excel and grow
General software development knowledge and capabilities
Desired Skills:
The below list shows the types of things that could be used for projects although this is not an extensive list. A knowledge of a few or many of these is desirable.
Linux
Windows
Networking
Mobile Platforms
C, C++, C#
JAVA
Javascript
HTML5
Qt
.NET
LabVIEW
MATLAB
An understanding of other programming languages
Database Experience (SQL, etc.)
Hardware Interfacing
MS Windows Driver Development
Firmware Development Experience
Special Requirements:
Must be a U.S. Citizen
Must possess Security Clearance specified below
Security Type Needed:
Eligible for a Secret Clearance
"",""datePosted"":""2018-06-01T00:00:00.000Z"",""title"":""Software Engineer"",""occupationalCategory"":""Engineering"",""@context"":""http://schema.org"",""url"":""https://careers-geeksandnerds.icims.com/jobs/1168/software-engineer/job""}
Please Enable Cookies to Continue
Please enable cookies in your browser to experience all the personalized features of this site, including the ability to apply for a job.
Returning Candidate?
Log back in!
Software Engineer
Software Engineer
Job ID 2018-1168
# of Openings 5
Job Locations US-AL-Huntsville
Category Engineering
Type Contingency Full-Time
More information about this job Overview
GaN Corporation is now accepting resumes for a Software Engineer to support the contracts in the Huntsville, AL and other areas across the spectrum of junior to senior level. The candidate(s) will work as part of a team developing various types of applications (desktop, web-enabled, mobile) using various programming languages. You will have an opportunity to leverage your existing software knowledge as well as learn new skills to support the various mission needs of our customers. While we do list some specific qualifications and skills required/desired below, we are looking for engineers that have a passion for creating and a strong desire to expand your capabilities while excelling with GaN. We need people who know software, have experience in networking systems together, and have knowledge in the integration of software and hardware to help us achieve our customers’ mission. This position requires initiative, multi-tasking skills and ability to work efficiently with minimal supervision on all assignments. Our Software Engineers should be able to work flexibly both independently and on a team, where the need for extensive communication is crucial.
GaN hires creative and independent thinkers, tinkerers, and makers with a desire to grow personally and professionally as well as to help GaN grow as a company. Our team consists of people with exceptional interpersonal, written, and verbal communication skills who are amiable and outgoing. We are ethical partners with our customers, maintaining a professional demeanor while being dedicated to superior customer service, quality, and team building. To be a part of this team, you must be self-motivated and self-directed to work independently, but also be open and communicative to work as a team to exceed all GaN and customer expectations.
GaN Corporation is an Equal Opportunity Employer. We are pleased to consider all qualified applicants for employment without regard to race, color, gender, sexual orientation, gender identity, religion, national origin, age, marital status, veteran status, disability, genetic information or any other legally protected classifications. GaN Corporation participates in E-Verify.
Responsibilities
Depending on the level of experience and capability, the candidate(s) will work within a team and on your own to perform a portion of the full range of software engineering functions and other GaN related tasks to include:
Collecting and analyzing customer requirements
Creating functional and system level designs to meet requirements
Developing the appropriate applications per the design
Deploying systems and supporting integration and test efforts
Execute and maintain GaN CMMI Level 2 processes
Mentor the next generation of engineers as GaN grows
Support business development efforts to include developing solutions to customer needs that are in line with your passions
Qualifications
Minimum of a B.S. in Computer Science, Computer Engineering, or related field
For Juniors, entry level+
For Mid Level, 5+ Years of Experience
For Seniors, 9+ Years of Experience
Required Skills:
A passion for the work and to help GaN excel and grow
General software development knowledge and capabilities
Desired Skills:
The below list shows the types of things that could be used for projects although this is not an extensive list. A knowledge of a few or many of these is desirable.
Linux
Windows
Networking
Mobile Platforms
C, C++, C#
JAVA
Javascript
HTML5
Qt
.NET
LabVIEW
MATLAB
An understanding of other programming languages
Database Experience (SQL, etc.)
Hardware Interfacing
MS Windows Driver Development
Firmware Development Experience
Special Requirements:
Must be a U.S. Citizen
Must possess Security Clearance specified below
Security Type Needed:
Eligible for a Secret Clearance
Options
Apply for this job onlineApply
Share
Email this job to a friendRefer
Share on your newsfeed
Go back to the welcome page
Application FAQs
Software Powered by iCIMS
www.icims.com"
