name,company,company_review,est_salary,location,description
Bilingual Automotive Sales Consultants,Mike Raisor Automotive Group,2.9 ★,,"– Lafayette, IN","Job Description
Mike Raisor Automotive Group
(Buick GMC Cadillac Ford Lincoln Audi Volkswagen Mercedes-Benz Certified Pre-owned)
is accepting applications and conducting personal interviews to hire:
Bilingual Automotive Sales Consultants

If you speak Spanish, Chinese, Korean or Vietnamese fluently, please apply today!
Potential sign on bonus for the right candidates!

Business is booming - come grow with us!
We strive to keep our employees as happy as our customers.
Want to enjoy your job? Come work at Mike Raisor and you will.
Go to work - Sell cars - Have Fun - Make money!
We welcome applicants with or without previous auto sales experience.
Sales background in a similar industry a plus.
Training will be provided to the right candidates.
College graduates are preferred!

Our employee benefits include:
Guaranteed annual salary $25K - $40K based on experience plus weekly & monthly bonuses
Medical, dental & vision insurance
401K retirement
Paid vacation
Equal opportunity employer
Management opportunities
Family owned & operated

Mike Raisor Automotive Group
Lafayette, IN 47904

Submit your work history or resume to this job posting.
Please include your salary requirements, name, address, email address and phone number on your resume.

Search engine keywords:
Sales, full time, entry level, auto, automotive, automobile, car, cars, used, Product Specialists, professional, bdc, internet, business development, bilingual, after market, trade, inventory, SUV, Truck, Pre-owned vehicles, vehicle, selling, inside, outside, Selling, Account Manager, Quota, Cold Calling, marketing, rep, Representative, salesperson, clerk, call center, training, recruiting, wireless, careers, real estate, pharmaceuticals, restaurant, servers, bartenders, hospitality, hotel, retail, telemarketing, e-commerce, insurance, finance, consulting, mortgage broker, Manager Trainee, Advertising, executive, acura, aston martin, audi, bentley, bmw, buick, cadillac, chevrolet, chrysler, corvette, daihatsu, dodge, ferrari, fiat, ford, gm, gmc, general motors, honda, hummer, hyundai, infiniti, isuzu, jaguar, jeep, kia, lamborghini, land rover, lexus, lincoln, lotus, maserati, mazda, mercedes-benz, mb, mercury, mg, mini, mitsubishi, nissan, oldsmobile, peugeot, pontiac, porsche, regal, renault, rolls-royce, saab, saturn, smart, subaru, suzuki, toyota, volkswagen, VW, volvo, yugo
Company Description
Lafayette, IN 47903"
Floating Leasing Consultant,Griffis Residential,4.3 ★,,"– Austin, TX","Griffis Residential Associates are hard-working team players who genuinely care about delivering “It’s about you” customer service quality to our customers, residents, and guests. Qualified candidates will demonstrate a proven positive attitude, basic marketing abilities, outstanding leasing and sales skills. Work priorities include the ability to organize administrative requirements, multi-task, communicate effectively, and lead by example.

Imagine an entry level sales career without high pressure, with great hours and a real opportunity for advancement. That's what you'll find as a Sales and Leasing Agent at Griffis Residential.

In this entry level role as a Sales and Leasing Agent, you will combine your sales, customer service and marketing skills to build relationships with prospective residents and introduce them to Griffis Residential. More than marketing and sales, you will demonstrate what makes our community different - a place they'll want to call home. As the initial contact point, either by phone, on-line or in person, your sales focus is to connect with prospective residents and showcase the differences that make Griffis Residential unique.

Sales and marketing at GR isn't like any other apartment building, property or real estate office. You are a part of a team that is redefining property management. As a Sales and Leasing Agent, you are a key player, leading GR’s efforts to shape and define a great experience for our existing and prospective residents.

As a Sales and Leasing Agent, your day starts out reviewing the units and the grounds to ensure that they exceed GR standards for presentation. Whether it's staging units or working with the service team to ensure the sprinkler is watering foliage and not the walkway, your customer service attention ensures that the property is in showcase condition. Combining the best of inside sales and outside sales, you engage with prospective residents by greeting them face to face, responding to on-line and phone inquiries or showing units. In this entry level role, your focus is to connect with each individual and build a sincere relationship matching their needs with GR’s offerings.

Additionally, as a Sales and Leasing Agent you will:
Answer prospective residents' questions including pricing and showing apartment communities
Prepare leasing agreements
Follow up on prospects and leads
Coordinate marketing efforts by ensuring signage is correctly placed and online ads are accurate and appropriately positioned
Maintain prospect records using proprietary CRM tools
Collaborate with your colleagues, including Community and Assistant Community Managers and Service Team members to exchange information ensuring exceptional customer service is provided
Job Requirements:
Previous experience delivering world class 5 star customer service including a track record of leasing or sales preferred
Experience operating computer systems, specifically CRM systems
College / post-secondary education preferred
Willingness to work weekends (Required)
Reliable personal transportation
Demonstrated proficiency in Outlook, Excel, Word, and internet
Excellent verbal and written communication skills
Success as a GR Sales and Leasing Agent doesn't have any one background or experience. As an entry level position, successful sales and leasing agents at GR have come from retail, customer service, hospitality, finance and real estate.

Perks/Benefits:

At GR we recognize that exceptional people need exceptional rewards. Beyond our competitive total compensation packages, your schedule at GR will provide you with a quality of life that is difficult to achieve within hospitality or hotel roles. Additionally our benefits package reflects our respect for workplace contributions, professional goals and personal priorities.

Other benefits included:
Choice of medical and dental plans, a 401(k) plan and other benefits
Tuition reimbursement program
Training and professional development courses and in-house training sessions
Vacation time or paid time off (PTO)
Opportunity for significant discounts when you live in an Griffis Residential property
Shared renewal commissions"
"Associate, DRG Consulting",Decision Resources Group,3.0 ★,,– Various Locations,"The Associate at DRG Consulting is an entry level position that supports project teams and the consulting group by providing research, analysis, and creativity to client engagements, business development initiatives, and internal projects. Associates are integral members of the project team who will be required to act both independently and as key parts of a diverse team. A successful Associate will be a high-energy individual that is able to interact with all levels of project and client teams, provide accurate and timely analysis, and develop valuable results.

Associates are expected to contribute to the overall success of a project by executing comprehensive research efforts, owning project tasks, conducting interviews, developing accurate product and market forecasts, and synthesizing large amounts of data into discrete stories and assumptions that drive overall recommendations. As they gain experience, Associates will be expected to participate on multiple projects, effectively manage time commitments, and provide creative insight to each engagement. Associates will be expected to learn and develop quickly with guidance and direction from experienced consultants.

Locations:
Burlington, MA
Yardley, PA
Requirements
Bachelor’s or Master’s Degree in a life science, business or related field or 0-2 years relevant experience
Internship or demonstrated interest in biopharmaceutical, consulting or healthcare industry with a track record of extra-curricular achievement
Strong written, verbal, analytical and organizational skills with a commitment to high quality work
Exceptional project and time management skills and the ability to handle multiple tasks
Highly motivated with a strong work ethic
Familiarity with all Microsoft Office Suite products is essential
Benefits

Decision Resources Group is a cohesive portfolio of companies that offers best-in-class, high-value information and insights on important sectors of the healthcare industry. Clients rely on this analysis and data to make informed, knowledgeable decisions.

With over 1,100 employees worldwide, Decision Resources Group provides the pharmaceutical, biotech, medical device, financial services and managed care industries with the analytics they need to compete and thrive in an increasingly competitive marketplace. Through both organic growth and an aggressive acquisition strategy, Decision Resources Group has become the premier provider of healthcare analysis and data in the world. Please visit us at: http://decisionresourcesgroup.com.

Decision Resources Group offers a competitive compensation package and medical, dental and life insurance programs from first day of employment. We also offer a 401(k) retirement plan after two complete months of employment. We are an equal opportunity employer.

Professional 1 / Grade 5

#LI-MD1"
Entry Level Energy Consultant,QCC,5.0 ★,,"– Tewksbury, Massachusetts","Our Entry Level Energy Consultants educate potential clients on their energy needs. We work one on one with clients going over benefits of clean renewable energy. We are seeking career-oriented candidates who are excited to be a part of the fastest growing industry in the country.

The ideal entry level candidate is competitive ambitious, and eager to work their way up into a management role. Our Entry Level position is perfect for those seeking experience needed to springboard to their dream career. We are opening our doors to entry levels, perfect for inexperienced but hard working individuals seeking insight in a professional business setting for future career advancement.

Job Requirements
2 or 4 year degree preferred, not required
Excellent communication skills: ability to communicate at all levels with internal/external clients by phone, email and face to face
Driven, self-motivated professional who has a passion helping people
Demonstrated leadership and team building abilities
Ability to work in a fast-paced environment and collaborate effectively as a team member
Valid Drivers License and reliable transportation
A positive attitude with good organizational, presentation and writing skills
We Offer:
Thorough paid entry level training
Opportunity for advancement
Gain business professional experience
Excellent Earning Potential"
In-Home Sales Consultant,MaxHome,4.5 ★,,"– New Orleans, LA","Job Description
CALLING ALL ONE CALL CLOSERS-

As the #1 One Day Bath Provider in the Southeast – come and enjoy a 50% close ratio on your first calls!

Demand for our “1 Day Bath Remodel”, along with our partnership with Top Home Improvement Superstores, has created a surplus supply of qualified and CONFIRMED leads with interested homeowners.

MaxHome is a company founded on the mission statement of “ Everybody Happy ”! We live the mission everyday by truly caring about our teams and our customers happiness. Because of this we are three-time repeat winner of the “ Top Workplace ” award and are a 9- time winner of the Inc 500/5000 fastest growing companies.

We are more than just a company that specializes in windows, outdoor living, and bath remodeling - we specialize in helping you be the best you can be. And you can tell we mean it - 100% of our executive team began their careers in entry level positions because we believe in recruiting, training and developing individuals with the drive to win. MaxHome, LLC is growing and recruiting intelligent, dedicated, loyal, passionate, and outgoing professionals to join our winning, community supporting - HAPPY team.

Qualified candidates will be provided with:

-- pre-set , quality, and confirmed appointments

– no cold calling ; our customers call us

-- comprehensive training; you will be taught our time tested methodology

-- excellent income opportunity; our current representatives earn 80K+ in their first year

-- a career and company that you can be proud to represent

Qualified candidates will have:

-- at least 3 years selling experience ; in home sales/ auto sales experience

-- one call close experience a must

-- strong work ethic and discipline

-- excellent verbal and organizational skills

-- strong desire to succeed

-- computer literacy

Click the link to apply! https://recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=1594578

Position to apply for: Sales Consultant (New Orleans, LA)

Keywords:B2B, Business to Business, Sales, In home, Residential, Home Improvement, Alarms, Cars, Auto, Insurances, Windows, Service Provider, Furniture, Flooring, Fencing, Bath, Installation, Shutter, Roof, Solar Panels, Siding, Gutters, Patios, Sunrooms, Cabinets, Walk in Tubs, Refacing, Showers, Pergolas, Pools, Direct Seller, Commission, Real Estate, Door to Door, Vacuum, Car Salesman, Car Sales, Gym Membership, Gym, National Sales, Account, Fitness, Advisor, Specialist, College, Member, Remote Sales, Trainee, Vacation, Time share, Macy, Nordstrom, Walmart, Home Depot, Sams Club, Costco, Best Buy, Bathfitter, Lowes, perfume, Starbucks, B2B, Commission, brand ambassador, personal trainer, advertising, model, sales, entry level, retail, marketing, Statewide, Canvass, Door to door, Grassroots, Vector, Redbull, Vodka, Cutco, Sears, ADT, Window World, Comcast, Auto Sales, Kirby, Vacuum, Real Estate, Insurance Sales, Alarms, Cars, Restaurant, trade show, retired, retirees, campaigns, Rebath
Company Description
As a THREE-TIME recipient of ""Top Places to Work"", MaxHome, LLC is growing and in need of more TOP team members who are looking to grow within our company where 87% of managers are promoted from within!

MaxHome, LLC is a homegrown New Orleans construction company that specializes in windows, outdoor living, and bath remodeling in residential homes. We are a respected and award winning company that is headquartered in New Orleans, LA with extending territories in Houston, TX including major cities surrounding New Orleans and Houston."
Sales Consultant Entry Level,Tusk Sales Force,,,,"Job Description
Sales Consultant Entry Level

What do we want? We want to give hard-working people who want to achieve more, the chance to do just that!

Are you a college graduate looking for an entry-level position that will teach you the ropes and guide you every step of the way to make sure that you’re successful? Or are you someone that’s tired of your daily grind and are looking to break out of your shell and start something new and meaningful? Well, you’ve come to the right place! Here at Tusk Sales Force, we are offering an entry-level sales and marketing position to an individual who represents and embodies the following; integrity, drive, passion, great work-ethic, determination, commitment, and competitiveness. Sound like you? Why waste more time? APPLY NOW!

Responsibilities for this entry-level sales position:
Meet and greet customers and provide them with an excellent customer experience
Stay up-to-date on all products and services that our clients offer
Answer customer questions with accuracy
Customize sales presentations based on the customer and his/her needs
Perks for joining our sales team:
One on one training and mentoring tailored to your specific needs
A great way to learn the ins and outs of the business
Start in entry-level but quickly advance into leadership and management roles with great work ethic
Top performers never go unnoticed - rewards and recognition
Requirements:
Associate or bachelor’s degree - preferred
1-2 years of experience in a customer-focused industry - preferred
Other qualities we look for:
Hungry for success
Great problem-solver
Competitive - sports / athletic background is a bonus
Excel on a team and individually
Eager to learn and gain more knowledge
Eager to further your career"
Claim Consultant - Entry Level,Commercial Insurance Services,3.7 ★,,"– Bloomingdale, IL","Job Description
POSITION TITLE: Consultant

REPORTS TO: Department Manager

BENEFITS

PROVIDED: Competitive Salary, 401k, Medical, Dental, Flex Spending, Vacation Days, Personal Days, Paid Holidays

ABOUT CIS: We are a consulting firm that has been working with the insurance industry since 1978. Our family of consultants are highly motivated, well trained and fully dedicated individuals who bring resolution to our client’s needs. CIS’ Consultant position is a full-time salary position. CIS also provides growth within our family as we offer a strong mentoring program and promote within.

ASK YOURSELF: Do you enjoy assisting people who have suffered a loss? Are you tired of being overlooked and not counted on? Do you have experience in the insurance industry in which you would like to use your skill set? Are you willing to learn new and innovated solutions? Do you want to be a part of a family where you too can make a difference? Are you a go getter and like to have fun?

If you answered yes to these questions, CIS wants you!

BENCHMARKS:
Working in a timely and expeditious manner to meet your Department Manager’s goals
Willingness to learn CIS’ training courses
RESPONSIBILITIES & QUALIFICATIONS:

o Ability to work within a fast-paced team environment

o Great attention to detail

o Strong multi-tasking & organizational skills

o Follow CIS Process Procedures

o Quality negotiating skills

o Thoroughly document all communications

o Complete other duties as assigned

o Proficient computer skills

o Excellent communication skills (written & oral)

o Quality decision making abilities

o Consulting Experience (desired)

ADDITIONAL DETAILS:

This position is based at our national headquarters, Bloomingdale, IL. You will enjoy an excellent compensation package that is a full-time salaried position with regular hours, 8am-5pm, with weekends off.

SALARY CATEGORY: Entry Level Consultant
Company Description
With 40+ years of experience serving the insurance industry, CIS is proud to have a family of employees who are highly motivated, well trained and fully dedicated individuals that bring resolution to our client's needs.

Come join our growing family where we work hard but also have some great fun!"
Sales Consultant - Entry Level,Tier 1 Consulting,5.0 ★,,"– Centennial, CO","Job Description
Sales Consultant - Entry Level

No Experience Necessary!

Have you ever felt stagnant and that you’re going nowhere fast? Well stop being complacent and join Tier 1 Consulting's sales team as the Sales Consultant. The ideal candidate for this sales position will have an optimistic mentality, a go-getter attitude, and retail experience. Take full advantage of our stellar training program that will propel your sales career forward in record time. What are you waiting for? Apply now!

An amazing Sales career is waiting for YOU at Tier 1 Consulting!

Responsibilities:
Utilizes knowledge and sales experience to easily recognize sales opportunities
Determine customer needs and provide assistance and information on products and services available
Stay updated on currently offered products and services
Understand all product features and services
Open customer accounts
Generate new customer base for our clients
Deliver an exceptional customer experience by creating a positive connection with every customer
Benefits you will receive being a part of our Sales team:
Our fun and vibrant corporate culture
Opportunities to train and develop your customer service and sales skills
We only promote qualified candidates from within - organic growth
Recognition for your hard work
Personal and professional growth
Professional, fun and empowering work environment
Guidance from successful mentors and leaders who were once in your shoes
Successful and established customer service and sales team
Requirements:
Bachelor’s or relevant work experience in sales or customer service
Can-do attitude
Contributes to a positive and uplifting work environment
Ability to juggle multiple task simultaneously
A great worker with an open mind
Desire to work hard to accomplish not only your goals, but those of your team"
Associate Consultant - Non Catalogued,Wipro,3.5 ★,,– Murray Hill,"Mandatory Skills:

Routing and Switching

Desirable Skills:

L2 Switching Technologies, C plus plus

Job Description:

Key skills required for the job are:
Routing and Switching-L3 (Mandatory)
L2 Switching Technologies-L3
C++-L3
As a Lead, you are responsible for managing a small team of analysts, developers, testers or engineers and drive delivery of a small module within a project (Delivery/Maintenence/Testing) You may serve as entry level specialist with expertise in particular technology/industry domain/a process / application / product. You are responsible for functional/technical track of a project.

Minimum work experience:5 - 8 Years

Roles & Responsibilities:

Minimum Experience Required:
Mandatory Skills: Routing and Switching
Technical Consulting
Desirable Skills: L2 Switching Technologies, C plus plus
Language Skills: English Language"
Sales Consultant,Haasz Automall of Dalton,,,,"Job Description
We are seeking a Sales Consultants to join our team! You will resolve customer questions and offer solutions to drive company revenue.

Whether you are an entry level or seasoned sales representative, this is an outstanding opportunity to start a rewarding career in automotive sales. If you are motivated and driven by a culture where your pay is a by-product of your efforts, a position as a full time Sales Representative with Haasz Automall of Dalton is for you.
We offer competitive salary, demo plan, medical, dental, vision, and 401k
If you are looking to join a great team, look no further apply online at haaszofdalton.com or respond to this job post

Responsibilities:
Present and sell company products and services to new and existing customers
Prospect and contact potential customers
Reach agreed upon sales targets by the deadline
Resolve customer inquiries and complaints
Set follow-up appointments to keep customers aware of latest developments
Create sales material to present to customers
Qualifications:
Previous experience in sales, customer service, or other related fields
Familiarity with CRM platforms
Ability to build rapport with clients
Strong negotiation skills
Deadline and detail-oriented"
Associate Staffing Consultant,KNF&T,4.1 ★,,"– Boston, MA","KNF&T Staffing Resources is looking for an Associate Staffing Consultant to join our dedicated, hard-working, and enthusiastic Direct Hire Team. A career inside KNF&T is all about working in a team environment where the atmosphere is dynamic, highly charged and fun. You will be trained, encouraged to succeed and groomed for advancement. Apply today for this exciting entry level opportunity to enter the professional recruiting field!

Compensation: Includes commission and is market competitive

Responsibilities for the Associate Recruiter:
Recruit prospective candidates through a variety of channels
Generate leads through research of our database, LinkedIn and various online resources
Shadow conference calls or client visits led by client side Consultants with select clients to obtain a broader understanding of both client and candidate search
Assist in managing the search process and operations including direct interaction with candidates and clients while assisting with the scheduling of interviews
Help ensure that all prospective candidates who interact with KNF&T receive a level of professional service that is second to none
Benefits for the Associate Recruiter:
50% tuition reimbursement for work-related courses
Ongoing training and professional development with a dedicated trainer and leadership
Work in bustling downtown Boston, near attractions like Faneuil Hall, the Theater District, and the Waterfront
Company bonus programs, contests, annual employee awards
Paid time off
Work-from-home days
401k plan
Flex Spending Accounts
Join a women-owned business with the philanthropic mission of giving back to women and children in transition
Summer Fridays
Requirements for the Associate Recruiter:
Bachelor's Degree, with 6-12 months of experience or internships in recruiting, Human Resources or sales/marketing
Very strong verbal and written skills
Intrinsically motivated to achieve a high degree of success
Proven exceptional work ethic
Ability to build and cultivate deep levels of trust and rapport with people
Ability to shift gears quickly and reviewing prioritization of tasks, as necessary
Must be authorized to work in the U.S. without sponsorship
Excellent professional references are a must
#TMJ

Meet Your Recruiter

78801"
Sales / Marketing Consultant,Capital Energy Group,3.8 ★,,"– Chicago, IL","Job Description
SALES / MARKETING CONSULTANT

We areone of North America's fastest growing companies. We work with Fortune 100 Energy Brokers across the area. We are looking for 4 motivated sales / marketing consultants who can be trained to consult with clients daily about services and solutions that we can provide them.

Our daily work environment is fun, fast-paced and energetic so you must be too!

JOB DESCRIPTION FOR SALES / MARKETING CONSULTANT:

We are looking for a ""GO TO"" PERSON!

SALES / MARKETING CONSULTANTS WILL BE RESPONSIBLE FOR CONSULTING DIRECTLY WITH LOCAL BUSINESS OWNERS ABOUT SERVICES AND SOLUTIONS. THE SALES / MARKETING CONSULTANT WILL ONLY WORK MONDAY THROUGH FRIDAY FROM 8AM-6PM AT OUR SCHAUMBURG LOCATION!

IDEAL SALES / MARKETING CONSULTANTS WILL BE TRAINED IN THE FOLLOWING:

• Consult directly with various decision makers at all levels

• Schedule meetings and manage calendar

• Prepare the necessary promotional materials for service agreements

• Submit proper paperwork to energy brokers

• Follow-up with clients and manage relationship

ALL SALES / MARKETING CONSULTANT OPENINGS ARE ENTRY LEVEL WITH ROOM FOR GROWTH INTO MANAGEMENT

Job Requirements for SALES / MARKETING CONSULTANT:

• Excellent time management skills
Vehicle and laptop
Self driven
Ability to work individually and with a team
Great communication skills
Open to learn basic sales and marketing skills

FOR IMMEDIATE CONSIDERATION SUBMIT RESUME ONLINE TODAY!

SALES / MARKETING CONSULTANT

Candidates with any of the following experience apply now: Sales, Customer Service , Manager, Marketing, Sales Manager, Marketing Manager, Entry Level Sales and Marketing, Restaurant , Hospitality , Communications , Retail Sales, Face to face sales, Promotional Sales , Consulting , and Leadership roles, entry level sales, customer service, manager, marketing, student, accounting, entrepreneur, summer job, entry level, sales, marketing, general, retail, restaurant, hospitality, home improvement, management, administrative, administrative assistant, business development, business, internship, advertising, human resources, receptionist, entry level, retail, insurance, education, outside sales, strategy-planning, project manager, part-time, server, summer employment, promotions, pr, public relations, advertising, communications, customer service, full-time, restaurant, quality control, assistant, secretary, public relations, summer, salesman, hotel, safety, executive assistant, summer work, communications, training, human resources, office manager, media, general, sales manager, pharmaceutical sales, food services, jobs, summer, recruiter, sales, bartender, general business, project management, hospitality, server, collections, bookkeeper, intern, management trainee, purchasing, full time, part time, bilingual, inventory, recruiter, counselor, travel, teaching, help desk, law enforcement, trainer, media, professional, trainee, data entry, internship, administration, new graduate, hostess, executive assistant, hostess, sales management, coordinator, cashier, medical sales, distribution, financial, manager, sports, entertainment, international, consultant, real estate, telecommunications, general, retail, business, sports, entertainment, marketing, sports marketing, customer service, Chicago, Naperville, Hoffman Estates, Medinah, Roselle, Elk Grove Village, Lincoln Park, Schaumburg, Itasca.
Company Description
At Capital Energy Group, we are focused on developing the next generation of leaders. In our program you will work alongside the leadership and partnership team to gain exposure in client services, campaign knowledge, market research, sales strategies, branding, public speaking, leadership training and team management. Our program’s structure fosters organic growth and cross-training into several career paths while being employed and part of the team."
Entry Level Remodeling Sales Consultant,"HomeStar Remodeling, LLC",4.8 ★,,"– Glassboro, NJ","HomeStar Remodeling, a locally owned and operated business, has a great opportunity for you! Due to our expansion into the New Jersey market, we are seeking a highly motivated Remodeling Sales Consultant to meet with our clients directly to present our products and services.

Job Requirements for Sales Rep
Commitment to becoming an expert on the value of our products and services compared to the rest of the industry.
Ability to define problems or issues, collect information, and position a potential solution.
Delivery of in-person sales presentations.
Ability to form connections and relate with customers.
Ability to flourish in a competitive environment.
Duties and Responsibilities for Sales Rep:
Perform sales and marketing activities to exceed sell through forecast while maintaining positive customer relations.
Monitor weekly sales and interpret monthly results to identify additional opportunities.
Initiate and provide in-store product knowledge training sessions and demonstrations to educate store personnel, management and customers.
Communicate in a cooperative and professional manner with all peers, customers, and management.
You won't find a better opportunity than this to advance your career! Plus, if you are driven and career-oriented, there is opportunity for rapid growth into upper management. With your talent and our fun, supportive, team-oriented working environment, you'll have everything you need to achieve success.

All of our Sales Representatives receive full training in their new position. Training is paid and lasts 4 weeks. All our Remodeling Sales Representative receive in-house classroom-style training as well as hands-on field training with our top Trainers and Managers. Advanced training continues 2 times per week after initial training.

Compensation for Sales Rep:
First year income $50,000- $80,000.
Health, Dental and 401k.
Weekly, Monthly and Yearly Bonus opportunities.
Non-Monetary compensation including Vacations, gift cards and tickets to sporting events."
Customer Service Consultants Needed,Zach Hart Agencies,3.3 ★,,"– Oak Park, MI","Job Description
ARE READY FOR A NEW CAREER?

Location: Troy, Michigan

Company is experiencing explosive growth and is seeking to fill Customer Service and Entry Level Management positions

Wehave been in business for over 65 years and as an established company, we are looking for candidates who want to grow with us and continue our legacy. We believe strongly in promoting from within, and we are looking for a few good individuals that can advance quickly into management. If you enjoy helping others, and you feel like you may be a good fit, please proceed.

We are the Nation's leading supplemental benefits company in the industry. We continue to expand and are beginning to explode! Growth potential is unlimited. Zach Hart Agencies is building a new division and is currently looking for new Customer Service Consultants and Entry Level Management candidates with fresh ideas.

Zach Hart Agency prides itself on our support staff and we are willing to train highly motivated candidates for future management opportunities.

Requirements:
High School Diploma or equivalent
Excellent communication skills
Basic computer knowledge
Honesty and transparency with the company and clients at all times
Outgoing, fun & energetic with an upbeat personality
Accountability and coachability
Time management skills
Pass a criminal background check
No experience necessary, we will train everything you need to know to be successful.

Full benefits after 90 days of employment

Paid weekly ($56,000 - $70,000 1st year's average)

We provide customers with the everyday value and uncompromising customer service that has made us so successful. We are now accepting applications as a result to the growth we are experiencing. Become an integral part of an exciting and rewarding career opportunity, while helping develop the local market.

If you are self-motivated, work well with others, and are driven to succeed, forward your resume!
Company Description
Our company has been in business for over 65 years. We are a 100% Union label company who works with over 20,000 different Unions that make up over 800,000 members and counting! Our company has over $48.9 billion in force with an A+ Superior Rating by AM Best for its financial strength. Union members request our benefits package because most members realize that the majority of their benefits through their work Union greatly reduce or completely eliminate once they retire or leave their jobs. We provide Unions with permanent benefits they can keep throughout their entire life. We work with Unions through a local bargaining agreement which makes our job simple with available leads. Its not work its purpose! Named The 24th Happiest Place to work by Forbes Magazine. Voted Best Places to work 2016, 2017 and 2018!"
Jewelry Sales Consultant,Goldenwest Diamond Corporation,3.0 ★,,"– Redwood City, CA","Job Description
Jewelry Sales & Diamond Consultant

Full Time, Part Time and Seasonal positions available

Sales Consultant- Training available

Diamond Consultant- Must have minimum of 1 year fine jewelry + loose diamond experience

Must Have:

Weekend availability

Strong selling and customer service skills

Compensation

Up to $16 hour-Entry level experience

Up to $25 hour-with Diamond experience

Monthly bonuses

If full time- benefits, life insurance, sick, vacation, holiday 401K with matching!!!

Please email or fax resume to 714-542-1891

Thank you for showing interest in our Company.
Company Description
Goldenwest Diamond Corporation is a national retail jewelry chain and manufacturer. We currently have 14 retail locations around the US and still growing! We specialize in offering the highest quality jewelry at the lowest prices due to our factory direct diamond and colored stone importing. We also pass the savings on to our customers through our in house manufacturing. Making people happy is our goal!"
Wireless Sales Consultant,Active Communications,5.0 ★,,"– Aspen, CO","AT&T Wireless & DIRECTV Retail Sales Consultant

Our wireless retail sales opportunities are among the best, offering you great pay, strong benefits, extensive AT&T sales and product training, advancement potential, and the opportunity to live in the gorgeous Colorado Mountains.
All wireless sales positions are paid an hourly wage plus commission, plus bonuses.
Wireless Sales Consultants that meet sales goals average between $16 and $22 per hour.
Full-time staff are eligible for benefits package, including medical and life insurance, a health spending account, dental, vision benefits, paid time off, discounts on AT&T products and services and profit sharing
Wireless Sales Consultants are introduced into our entry level position with an extensive sales training program. As you learn and succeed, you'll be eligible for advancement, new opportunities and additional financial rewards
Wireless Sales Consultant responsibilities:
Maintain strong knowledge of all wireless products, accessories, pricing plans, promotions and service features for AT&T Wireless Systems including DIRECTV
Assist in all aspects of offering and selling retail wireless product and services with AT&T Wireless Systems including DIRECTV
Effectively operate retail activation systems, POS systems, internet, wireless devices, collect payments
Handle wireless service inquiries from customers, diagnosis and troubleshoot customer service and wireless device issues
Provide an extraordinary customer experience
Meet all Active, AT&T and DIRECTV sales objectivesRequired education: High school or equivalentRequired language: Spanish Helpful - not required
Required experience: Retail Sales: 1 year
Job Type: Full-time"
