name,company,company_review,est_salary,location,description
Forensic DNA Scientist 1 (FS1),SNA International,4.1 ★,,"– Dover, DE, United States","SNA International seeks a bright, collaborative Forensic DNA Scientist with a strong work ethic to join our team. SNA International’s team works together in pursuit of the same cause: build a safe and just world by empowering organizations in the use of forensics, biometrics and identity intelligence.

The successful candidate will perform entry level DNA analysis on a wide range of complex samples in support of the Armed Forces DNA Identification Laboratory (AFDIL) in Dover, DE. The Forensic DNA Scientist 1 (FS1) will be responsible for performing analysis of forensic evidence in accordance with laboratory accreditation and standard operating procedures. The FS1 is critical to successful laboratory operations and will be required to work collaboratively and productively with laboratory staff and management. The ability to prioritize job responsibilities in a fast-paced environment while maintaining a focus on excellent customer service is a must.

Responsibilities will include:
Assisting in program maintenance and development at the direction of their designated supervisor.
Supporting investigative studies on biological materials using DNA typing technologies.
Supporting the logistical or resource management activities of the DNA Registry
Participating in the organization and presentation of educational activities.
Accessioning forensic evidence in the Laboratory Information Management System (LISA).
Maintaining accurate and complete chain of custody for evidence.
Entering data into LISA and the Armed Forces Medical Examiners Tracking System (AFMETS).
Preparing correspondence/documents ensuring proper format, mathematical correctness, grammar, punctuation, and spelling, in preparation for or editing of recurring reports regarding case status and case tracking.
Preparing reagents and maintain documentation of reagent prep and Quality Control testing in accordance with SOPs.
Performing laboratory housekeeping activities such as preparing common laboratory reagents.
Maintaining appropriate stock levels of expendable supplies and maintaining a clean environment within laboratory work areas.
Assisting in casework involving nucDNA and mtDNA typing and profiling procedures.
Supporting validation projects focusing on systems with increased sensitivity and discrimination power and advanced development of automated systems.
Supporting research projects focusing on various research projects to include population data basing and working to increase sensitivity, discrimination power, and automated systems for casework applications.
Minimum Education and Experience Requirements:
Possess strong written and verbal communication skills
Familiar with MS Word, PowerPoint, Excel, and Adobe Acrobat
A degree in forensic science or in physical or life sciences
Special consideration will be granted to those with large-scale laboratory experience. Successful candidates will be self-motivated, detail oriented, and able to work well in a team laboratory environment.

This position has multiple openings.

Candidates must be US citizens and able to obtain and maintain a SECRET clearance.

Please submit your resume and a cover letter that outlines why you should be considered for this position and position level.

No phone calls.

SNA International is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin."
Clinical Laboratory Scientist I/II,Kern Medical,3.9 ★,$26-$37Per Hour(Glassdoor est.),"– Bakersfield,CA","Kern Medical has been a community cornerstone since its founding in 1867. Today, we are an acute care teaching center with 222 beds, offering the only advanced trauma care between Fresno and Los Angeles. Kern Medical cares for 15,500 inpatients and 125,000 clinic patients a year.

Career Opportunities within Kern Medical include many benefits such as:
New Hire Bonus: $4,500
New Hire Premium: +6% of base rate of pay, matched up to 6% if contributed to Deferred Compensation Plan.
Shift Differential Pay: varies per classification.
A Comprehensive Benefits Package: includes Holidays, Paid Time Off, Retirement, Medical, Dental, Vision and Life Insurance.
Position: Clinical Laboratory Scientist I/II - Shift

Job Description

Level I and II:
Under direction, performs a variety of laboratory tests in various clinical laboratory sections and maintains records of examinations and findings

DISTINGUISHING CHARACTERISTICS:

Level I:
This is the entry level classification in the Clinical Laboratory Scientist series. Work is performed in accordance with established procedures and is reviewed by a supervisor. Promotions to Clinical Laboratory Scientist II are considered on a merit basis, subject to recommendation of the department head and approval by the Director of Human Resources.

Level II:
This is the experienced or journey worker level in the Clinical Laboratory Scientist series. Incumbents in this class perform a full workload of duties and responsibilities and assist in the training of new employees.

Essential Functions:

Level I:
Performs a variety of laboratory tests and procedures with various types of specimens using specified laboratory techniques and methods.
Performs daily quality control functions and applies professional knowledge and judgment to routine and special procedures.
Operates various automated laboratory instruments and equipment.
Maintains records of examinations and findings; inputs and maintains clinical laboratory data utilizing computer hardware and applicable software.
Maintains effective professional work relationships with laboratory staff, other hospital departments and those contacted in the performance of required duties.Level II: In addition to above
Maintains work performance records;
Assists in the teaching of Medical Technology students;
Attends relevant conferences and educational functions.
Maintains records of examinations and findings; inputs and maintains clinical laboratory data using computer hardware and applicable software.
Assists in training and orientation of new employees.
Other Functions:
Performs other job related duties as required.
Employment Standards:

Level I:
Possession of a valid license to practice as a Clinical Laboratory Scientist in the State of California.
OR
Possession of a valid license issued by the State of California limited to specialization in Clinical Chemistry, Clinical Microbiology, or Clinical Immunohematology.

Level II:
One (1) year of experience as a licensed scientist, or specially licensed technologist, in a hospital or public health laboratory. Possession of a valid license to practice as a Clinical Laboratory Scientist in the State of California.
OR
Possession of a valid license issued by the State of California limited to specialization in Clinical Chemistry, Clinical Microbiology, or Clinical Immunohematology.

APPLICANT MUST provide a copy of a valid license to practice as a Clinical Laboratory Scientist in the State of California OR a valid license issued by the State of California limited to specialization in Clinical Chemistry, Clinical Microbiology, or Clinical Immunohematology.

SUPPLEMENTAL:
Employees must maintain all health requirements designated by Kern Medical;
Depending on assignment incumbents may be required to possess and maintain specific certificates of competency as a condition of employment;
A background check may be required for this classification.
All Kern Medical employees are designated“Disaster Service Workers”. In the event of a disaster or civil disorder, all Kern Medical employees are to remain at work or to report to work in a safe and practicable manner."
Jr Data Analyst,Genesis10,4.2 ★,,"– Minneapolis, Minnesota","The G10 Associates Program is seeking a recent college graduate for an exciting role as a Jr Data Analyst with our growing team!

Program Summary:
The G10 Associates program is an innovative training and mentoring program designed to launch the careers of new and recent college graduates. We partner with top organizations across the US to place G10 Associates. All new G10 Associates will complete customized training to prepare them for the diverse challenges they will face in their new role. Once onsite we will work closely with you through mentoring to ensure your professional success.

Job Description:
Data Analysts use data to identify opportunities for growth, areas of concern that need to be fixed, and make recommendations on what do about it. The role requires strategic thinking, analytical skills, technical acumen (but it is not a technical role), and organization/leadership skills. Must have a strategic thinking mindset as well as data analytics capabilities.

Required Skills: Bachelors Degree in Finance, Marketing, Economics, Information Systems, or related Analytical Degree Program
Excellent problem-solving skills and ability to work in an ambiguous environment.
Strong analytical and critical thinking skills. Ability to analyze, interpret and implement incentive plans.
Must have familiarity with data analysis and ability to draw conclusions from data
MS Excel for the data analytics
Ability to communicate effectively with multiple levels within and outside the company.
3-6+ months of corporate work/internship experience

If you think you have what it takes to be the next great G10 Associate APPLY NOW!

Qualified and interested candidates should apply now for immediate consideration.

About Genesis10:
Genesis10 is a leading Business and Technology Consulting company, headquartered in New York, with divisions across the United States including Minnesota, Milwaukee, Charlotte, Kansas City, Dallas, Des Moines, and Cleveland. We support career development through two Junior Talent Programs G10 Associates (College-Hire) Program and Genesis10s Dev10 (Entry-Level Software Developer Training) Program. The G10 Associates program is an innovative training and mentoring program designed to launch the careers of recent college graduates. The Dev10 program takes STEM graduates with the passion and aptitude to be entry level software developers and provides training and career placement in software development no prior coding experience required. Consultants from both programs work on exciting projects for Fortune 500 companies. To learn more about Genesis10 and our career development opportunities, please visit us at www.genesis10.com/college-graduates & www.genesis10.com/dev10-consultants."
"Associate Scientist II / Engineer I, Process Biochemistry",Biogen,3.4 ★,$48k-$67k(Glassdoor est.),– US-NC-Research Triangle Park,"Associate Scientist II / Engineer I, Process Biochemistry

26-Oct-2018

Location
US-NC-Research Triangle Park

Job Description
The candidate’s primary responsibilities will be to design and execute lab-scale chromatographic process development studies, analyze process and product quality data, participate in viral clearance studies, author development reports, and evaluate innovative new technologies. Critical thinking, problem solving, and collaborating with other functional groups within Protein Development are keys to success for this role.
LI-POT6
Requisition Number
36093BR

Employment Category
Full-Time Regular

External Posting Title
Associate Scientist II / Engineer I, Process Biochemistry

Job Category
Research & Development, Technical Development

Qualifications
An understanding of the fundamentals of protein chromatography
Hands-on experience with AKTA / Unicorn or similar chromatography systems
Experience with separation operations such as filtration, UF/DF, and centrifugation
A general understanding of the physicochemical properties of protein solutions and the analytical methods used to characterize them (eg, size-exclusion, reverse-phase, or ion-exchange liquid chromatography, capillary electrophoretic methods, or peptide mapping).
Strong verbal and written communication skills
Education
The ideal candidate will hold a B.Sc. or MS in Biochemistry, Chemistry, Chemical Engineering or a related field and have 0-4 years of experience (BS) or 0-2 years of experience (MS)

Experience Level
Entry Level

Summary
The Protein Development group is seeking a candidate to join a team of scientists and engineers responsible for developing purification processes for therapeutic proteins."
Research Data Analyst,CBRE,3.6 ★,$54k-$75k(Glassdoor est.),"– Glendale, California, United States","JOB SUMMARY

Data Intelligence
Vision: To create the most dominant property data platform in the U.S. that our business can trust as its primary source for market intelligence without material dependence on third party data sources

Entry level position within Data Intelligence; however, markets may internally follow DA1/DA2 designations to differentiate based on level of experience
Assists in collection, aggregation and input of data (comps, Tenants in Markets, properties, availabilities, new constructions etc.) into CBRE property database

Performs periodic data audits and change reports to ensure that quantity and quality of our data is top notch

Picks up basic data visualization and programming skills to assist the Senior Analyst and DI manager on special projects

SUPERVISORY RESPONSIBILITIES

No formal supervisory responsibilities in this position. May provide informal assistance such as technical guidance, and/or training to co-workers. May coordinate and assign tasks to co-workers within a work unit and/or project.

QUALIFICATIONS

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

EDUCATION and EXPERIENCE

Bachelor's degree from a four-year college or university, preferably in Real Estate, Economics, Finance, Geography, and a minimum of one year related experience and/or training; or equivalent combination of education and experience.

CERTIFICATES and/or LICENSES

None.

COMMUNICATION SKILLS

Excellent written and verbal communication skills. Strong organizational and analytical skills. Ability to provide efficient, timely, reliable and courteous service to customers. Ability to effectively present information.

FINANCIAL KNOWLEDGE

Requires knowledge of financial terms and principles. Ability to calculate intermediate figures such as percentages, discounts, and/or commissions. Conducts basic financial analysis.

REASONING ABILITY

Ability to comprehend, analyze, and interpret documents and summarize graphically and in writing. Ability to solve problems involving several options in situations. Requires intermediate analytical and quantitative skills.

OTHER SKILLS and ABILITIES

Ability to handle and manipulate large amounts of data.

Intermediate experience with Microsoft Office.

Possess a positive work attitude and ability to work in a team environment.

SCOPE OF RESPONSIBILITY

Decisions made with understanding of procedures and company policies to achieve set results and deadlines. Responsible for setting own project deadlines. Errors in judgment may cause short-term impact to co-workers and supervisor."
Scientist (Biotech),Staff Matters,3.1 ★,,"– Oro Valley, AZ","Job Opportunity: Scientist

POSITION SUMMARY:
Responsible for initiating, directing and executing scientific research, development and manufacturing process strategies to support new and existing products.
Investigates the feasibility of applying a wide variety of scientific principles and concepts to potential inventions, products and problems.
Plans and executes laboratory research.
Maintains broad knowledge of state-of-the art principles and theories.
Makes contributions to scientific literature and conferences.
Serves as an in-house and outside consultant.
May act as a spokesperson for corporate scientific affairs and advise top management.
Participates in development of patent applications.
Promotes and participates in the professional development of scientists and laboratory facilities.
ses professional concepts to contribute to the development of product or process principles and to achieve objectives in creative and effective ways.

ESSENTIAL FUNCTIONS:
Conducts research and development activities for products, methods and/or processes.
Projects are assigned with defined scope and goals.
Direction is provided by more senior scientists, management or project leader.
Participates in efforts to define new components, products or processes and identify technical challenges.
Makes suggestions to improve work processes.
Creates potentially patentable components for systems, reagents or processes.
Plans and executes assigned projects; utilizes thorough technical and theoretical understanding of numerous techniques.
Analyzes data, evaluates results, forms conclusions and provides/implements process or document improvements.
Applies advanced scientific knowledge to projects.
Executes experiments; participates in experimental design.
Utilizes DOE where appropriate.
Participates in cross functional technical team activities.
Shares knowledge and expertise with others.
Participates in project planning, process updates and contributes to experimental design.
Prepares and delivers presentations of project results to own or other groups.
Monitors work to ensure quality, and continuously promote Quality First Time.
Knowledge, Skills, and Abilities:
Demonstrates potential for technical proficiency, scientific creativity, collaboration with others and independent thought.
Strong understanding of scientific principles and concepts.
Applies advanced technical writing skills to produce reports and documents.
Skills Needed = Experience with Tissue Diagnostics. Strong follow up skills (get new requests for help every day). Experience with Medical Device or Pharma regulations (will be responsible for handling exception events ie. testing failures).

Formal Training/Education and Experience: Ph.D. degree in Science, entry level, or Master's degree with 3+ years, or Bachelors with 8 years relevant experience. If degree is in a non-scientific field Executive Committee approval is required.

About Us:
Staff Matters, Inc. is hired by many prominent employers to assist them in finding talented people. Our job openings are usually not advertised by our customers, which makes our company an excellent gateway to gain a position with the companies we support. At Staff Matters, our mission is to exemplify the stature of the recruiting and staffing industry in its importance in building organizations and changing people’s lives for the betterment of our community. We build companies one talented person at a time, and to help people take meaningful steps in their careers, and we take our responsibility very seriously.

The majority of the positions we have are NOT contract or temporary, but regular, full-time jobs. Please contact us if you or someone you know is looking for a new position and our recruiters will be in touch with you shortly. We cannot guarantee that we will have an open position that matches well with your background, but we will strive to be a valuable free resource to you during your job search. For additional tips and guidance on your career search, please check out our company website
www.StaffMattersInc.com.

About Us:

Staff Matters is proud to have been recognized by Inc. Magazine on its
Inc. 5000 list of fastest growing private companies in the USA. Staff Matters ranked as
the fastest growing firm in Southern Arizona over a 3 year period. We ranked 26th among all industries statewide, and 35th in the USA among all HR services companies! Come find out what makes us so successful.

Staff Matters, Inc. is hired by many prominent employers to assist them in finding talented people. Our job openings are usually not advertised by our customers, which makes our company an excellent gateway to gain a position with the companies we support. At Staff Matters, our mission is to exemplify the stature of the recruiting and staffing industry in its importance in building organizations and changing peopleâ€™s lives for the betterment of our community. We build companies one talented person at a time, and to help people take meaningful steps in their careers, and we take our responsibility very seriously.

The majority of the positions we have are NOT contract or temporary, but regular, full-time jobs. Please contact us if you or someone you know is looking for a new position and our recruiters will be in touch with you shortly. We cannot guarantee that we will have an open position that matches well with your background, but we will strive to be a valuable free resource to you during your job search. For additional tips and guidance on your career search, please check out our company website www.StaffMattersInc.com."
Quantitative Research Associate,Resource Development Associates,3.5 ★,$103k-$174k(Glassdoor est.),"– Oakland, CA","Organizational Overview

RDA is a mission driven 30 year old consulting firm and our commitment to social justice permeates every aspect of our work. We provide consultation to city, county, and state agencies and non-profit organizations through the provision of planning, evaluation, resource and organizational development, data analysis, facilitation, and training and technical support. Our efforts are aimed at addressing persistent social, health and economic problems of populations served by public agencies. Learn more about our mission, services, and strengths-based approach to our work at www.resourcedevelopment.net.

Position Summary

Resource Development Associates is seeking a highly-motivated individual with strong quantitative and qualitative research and communication skills (verbal and written), who is committed to social and economic justice. Research Associates work as members of project teams with Program Associates and Senior Program Associates on a wide variety of issues including but not limited to evaluations, planning projects, and grant writing on mental health, social services, foster care, public health and many other disciplines. The Research Associate position is an entry level position and can lead to other levels of employment.

Responsibilities
Participate in both quantitative and qualitative data collection and analysis including conducting interviews and facilitating discussions; creating and administering survey tools; entering, managing and QA-ing data;
Coordinate data requests with city, county and non-profit organizations; review datasets to ensure understanding of data structure and meaning, and to clarify assumptions, outcomes and findings;
Obtain, organize, code, clean and analyze large N datasets; run appropriate statistical tests and consider all variables for data analysis;
Support senior staff by conducting research utilizing on-line sources, journal articles and reports, writing up summaries of researched materials, drafting reports;
Assist meeting facilitators and leaders of focus groups (including conducting outreach and organizing meetings, note-taking and charting);
Be able to understand and follow a work plan;
Provide administrative support including data entry
Minimum Qualifications
Masters degree preferred.
1+ years of experience using SAS and STATA in a professional or academic environment.
Competency with Microsoft Office programs, including Word, Excel, PowerPoint and Access;
Spanish language fluency is highly desirable;
Display professionalism in the workplace and the field;
Strong attention to detail and time management skills;
Demonstrated experience in being a quick learner and self-directed.
Employee Benefits
Salary commensurate with experience
100% RDA sponsored health, dental, and vision insurance and AD&D insurance
401k, with RDA discretionary match after 2 years of employment
RDA sponsored long and short-term disability insurance
Pre-tax flexible spending accounts for medical, dependent care, and transit and parking expenses.
To Apply

Please send cover letter, resume, three references, and writing sample to careers@resourcedevelopment.net. This job will remain open until filled. No phone calls please. RDA is an equal opportunity employer. RDA appreciates each application it receives, but due the volume of responses for positions at RDA, only candidates who best fit the needs of the organization will be contacted.

As an equal opportunity employer, RDA is committed to equity and inclusion. Candidates from all backgrounds and experiences are encouraged to apply.

RDA is a mission-driven consulting firm. Our commitment to social and economic justice permeates every aspect of our work. We believe that government, when partnered with community based organizations and consumers of service, can and does improve the lives of individuals, families, and communities. Our goal is to work with our clients and their communities to help them articulate, design, fund, implement, and evaluate their own best ideas."
Entry Level Marketing Data Analyst Rep/EXPANSION/SUPER CREATIVE CO.,ACT-1,3.2 ★,,"– Los Angeles, California","Job Description: Super Creative Co. is ACTIVELY interviewing for an Entry Level Marketing Data Analyst Rep. As the selected passionate individual you will be assisting with an exclusive project where you will: Compile data from generated reports and input it into a complex excel document. Manage an extensive database of files. Enter data retrieved from generated reports into an excel document Upload files to FTP servers. Organizing files and collecting data to be entered into the computer, analyzing the data for errors, reporting problems with the data, accurately entering information. In addition, you will be a part of a creative Marketing Team where your contribution on assigned projects will be utilized. For immediate, and confidential consideration, please forward your resume through a Microsoft Word document & contact Gladys Beltran at the Act1 Los Angeles office We are an equal employment opportunity employer and will consider all qualified applicants without regard to race, color, religion, sex, sexual orientation, age (40 and over), gender identity, national origin, protected veteran status, disability or any other protected classification under federal and state law. You can view all of our jobs online at http://www.act-1.com/?sc=11&id=1296268 Job Experience: , , Co. offers an amazing working env & a competitive benefits package."
Cognitive & Analytics Consultant- Public Service Sector,IBM,3.6 ★,$77k-$103k(Glassdoor est.),"– WASHINGTON, DC, US","Job Description

IBM Global Business Services (GBS) is a team of business, strategy, and technology consultants enabling enterprises to make smarter decisions and providing unparalleled client and consumer experiences in cognitive, data analytics, cloud technology, and mobile app development. With global reach, outcome-focused methodologies and deep industry expertise, IBM GBS empowers clients to digitally reinvent their business and get the competitive edge in the cognitive era in over 170 countries. Bottom line? We outthink ordinary. Discover what you can do at IBM.

What does the Cognitive & Analytics Consultant role within Public Service entail?
As a Cognitive & Analytics Consultant, you will have the opportunity to immerse yourself in technical, analytical and artificial intelligence solutions and services by infusing all things cognitive into all things digital and mobile. You will work with teams to help leading organizations solve business problems by gathering, understanding, preparing, and analyzing data to support efficient operations, strategic planning, and data-driven decision making.

What are examples of roles a Cognitive & Analytics Consultant could have?
Business Intelligence Analyst: A Business Intelligence (BI) Analyst is responsible for accessing and preparing data and using it to build reports for key project stakeholders. BI Analysts spend their time collecting and analyzing data, and designing ways to present that data to clients in a meaningful and value-adding way. A BI Analyst delivers insights to the client that may include industry trends, key performance indicators, and competitive analyses with the goal of helping clients turn those insights into improved efficiency and cost effectiveness. A BI Analyst delivers value to the client by building reports that allow business stakeholders to easily interpret data and use it to make decisions.
Data Scientist: A Data Scientist provides technical support in order to gain business understanding. They prepare and analyze data and build and evaluate predictive (regression or classification) or prescriptive (simulation or optimization) models. A Data Scientist must be able to effectively communicate insights from all stages of the project. Data scientists at IBM will deploy advanced analytics techniques that are traditionally applied to structured data, as well as Natural Language Processing (NLP) and Machine Learning techniques for unstructured content, to enable comprehensive cognitive solutions. A Data Scientist uses big data and analytics and NLP skills with strong business acumen to solve clients business problems with Cognitive Computing Solutions.
What do we look for in a successful Cognitive & Analytics Consultant?
We are looking for students that possess the following traits:
Genuine interest in government, our clients, and their industries, and how technology can impact and transform day to day business processes
Analytical ability to create innovative solutions, informed by data, and a passion for implementing the change needed to ensure a successful outcome
Strong problem-solving skills and the desire to constantly learn and grow
Team oriented mentality, in addition to the ability to complete work independently
Strong communication skills with the ability to articulate and present information clearly and concisely to teammates and clients alike
A track record of leadership, flexibility and proactivity
Specific Experience/Skills:
We are looking for students that have exposure to and/or understanding of:
Bluemix, D3 (Data Driven Documents), Hadoop, Neural Nets, R, Spark, SAS, SPSS, Tableau, TensorFlow, and/or Watson Analytics.
Additionally, experience from coursework or projects using Machine Learning and/or Natural Language Processing.
Preferred Degree/Majors: Applied Mathematics, Artificial Intelligence, Business Intelligence, Cognitive Science, Computer Engineering, Computer Science, Data Analytics, Data Science, Decision Science, Informatics, Neuroscience, Operations Research, Statistics, Computer Information Systems, Management Information Systems,

IBMs Employment Policy:
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. However, applicant eligibility for employment-authorized immigration status, temporary or permanent, will be considered. Any subsequent sponsorship for permanent residence is at the sole discretion of IBM management, and is based on job performance, contribution, and business requirements.

Required Technical and Professional Expertise
Bachelors Degree from an accredited 4-year institution coupled with internship/work and/or project experience which will provide the analytical and technical acumen that translates to an entry level consulting role.
Relocation to the Washington D.C. Metropolitan area if necessary
GPA above a 3.2
Preferred Tech and Prof Experience

None

EO Statement
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Technical Data Analyst,Reynolds and Reynolds,3.1 ★,$32k-$45k(Glassdoor est.),"– Dayton, OH","Position description:

As the Entry Level Data Conversion Analyst, you will be converting customer data from competitive databases to Reynolds databases. You will also complete migration of customer data from one Reynolds hardware platform to another. This involves maintaining a good working relationship with customers throughout the conversion or migration process to ensure quality results. You will also be supporting remote and field-based trainers and field engineers on the conversion and migration processes. Through this, you will develop a good working knowledge of competitive products, keep abreast of enhancements to the Reynolds product lines as well as develop knowledge of system environment, integration, and system connectivity for different product lines.

Share this job

Requirements:
Bachelor’s degree in MIS, Computer Science, or related field; open to entry-level candidates
Knowledge of C and MS SQL Server preferred
Strong analytical and organizational skills
Ability to establish goals, set priorities and multi-task is a must
Good communication skills
Must have a flexible work schedule with ability to periodically work evenings or weekends"
Device Compact Modeling Engineer,Intel Corp.,3.8 ★,,"– Hillsboro, OR","Device Compact Modeling EngineerJob Description

This position involves developing and maintaining compact device models in internal and external circuit tools, while working in a highly interactive team environment with the following responsibilities:
Develop various process file extraction, quality and performance evaluation tools
Devise methodologies to extract compact model parameters (process files) from i-v and c-v data for developing semiconductor processes
Work closely with technology development and design engineers who use or develop circuit tools, compact models, and process files
The successful candidate must also have good inter-personal, written and verbal communication skills, and ability to work well in a team/support environment.

This is an entry level position and will be compensated accordingly.

Qualifications

You must possess the minimum qualifications to be initially considered for this position. Experience would be obtained through your educational level research and/or relevant job/internship experiences.

Minimum Qualifications:
Must have a MS/PhD degree in Electrical Engineering or related field with an emphasis in device/transistor physics
Preferred Qualifications:
Graduate level courses or projects relevant to device simulation
RF modeling/design
Circuit simulation, and/or compact model development
C++ programming
Inside this Business Group

As the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art -- from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in the Technology and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore's Law to bring smart, connected devices to every person on Earth

Posting Statement

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance...."
E1482:Research Scientist,Lockheed Martin,3.6 ★,,"– Fort Worth, Texas","E1482:Research Scientist

02-Jun-2018

Req ID
432160BR

LMCareers Business Unit
ESS0343 AERONAUTICS COMPANY

Work Schedule
FLEX9x80A-Friday off in 2nd week w/flex hrs/day

Security Clearance
Secret

Shift
First

Direct/Indirect
Direct

Business Area
Aeronautics Company

Department
6T2F00:FW SIGNATURE INTEGRATION ENG

Relocation/Housing Stipend Available
Yes

Job Code/Title
E1482:Research Scientist

Job Class
Systems Engineering: Design and Verification

Job Category
Experienced Professional

Program
F-35

Industry Job Title
Research Scientist

Req Type
Full-Time

Job Description
Component level signature analysis, component and air vehicle level test and evaluation execution, production line and sustainment affordability / availability improvement project plan execution from a Signature Integration perspective, production line and field non-conformance disposition coordination for Signature Integration Team. Radio Frequency Special test equipment use on site, US sites and at international locations. US and International travel likely. Although normal shift hours are specified, sporadic weekend and alternate shift work flexibility required to support production line and field operations.

MUST BE A US CITIZEN . SECRET CLEARANCE REQUIRED.

Basic Qualifications
Experience with Windows/Linux/Unix and MS Office.
Bachelors degree required.
Experience working with projects or programs.

Desired skills
Matlab experience desired. Entry level Low Observables experience desired. Degreed Electrical Engineering, Mechanical, Physics candidates desired.
Java experience.
Experience using GUI.
Experience working within data analytics and statics.

State
Texas

Virtual
no

City
Fort Worth

Zip
76108

EEO
Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

*
As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Join us at Lockheed Martin, where we’re engineering a better tomorrow."
Production Chemist/Scientist,Merck KGaA,3.7 ★,,"– Madison, WI","3rd Shift- Mon-Thurs 10:00 PM to 7:30 AM

PURPOSE OF THE POSITION

Position primarily involves the safe and efficient manufacturing of API's according to cGMP requirements.

ESSENTIAL JOB FUNCTIONS
Kilo Lab and Pilot Plant manufacturing of APIs and intermediates
Demonstrate proper lab safety practices, and work in accordance with FDA, OSHA, EPA, DNR, DOT, and other regulatory agency guidelines
Must work well in a team environment, and be an effective member of a project team (PD through Production)
Must be able to effectively operate production equipment
Maintain the safety and cleanliness of production areas and all related equipment during each shift, specifically potent compound handling techniques
Provide support to the Managers and other team members, under a multi-shift manufacturing environment
Author and utilize a wide variety of written procedures, including batch records and OP's with assistance from a supervisor.
Receive and perform detailed work instructions
As a primary or secondary operator, must be able to maintain accurate and concise cGMP records
Responsible for keeping inventory up to date during each shift, and purchasing raw materials for assigned projects
Work on problems of limited scope in which analysis of a situation or data requires a review of identifiable factors
Adhere to SAFC ethical and behavioral standards as outlined in the employee handbook
Become a role model for other employees through superb work habits and excellent occupational behavior
BASIC QUALIFICATIONS

Education:

BS in Chemistry, Biochemistry, Chemical Engineering, or equivalent, but may substitute education for qualified field experience.

Experience:

Entry Level

Knowledge and Skills:

Attention to detail, self-motivation, strong work ethic, computer skills, multitasking

ADDITIONAL LOCAL NEEDS

Environmental conditions: Must be willing to work with highly potent / hazardous materials requiring the utilization of proper personal protective equipment which could include half/full face respirators, Saranex and / or Tyvek suits with powered respiration.

Physical requirements: Must be able to stand for long periods of time and be able to lift and carry weights of up to 50 pounds regularly.

Job Requisition ID: 179171

Location: Madison

Career Level: C - Professional (1-3 years)

Working time model: full-time"
